start_city,destination_city,distance_km,vehicle_type,fuel_type,mileage,fuel_price,passengers,departure_hour,traffic_level,weather_condition,toll_cost,parking_cost,estimated_time_minutes,fuel_consumption_litres,total_trip_cost
Ahmedabad,Surat,282.16,Sedan,Petrol,12.76,102.38,1,19,Low,Cloudy,393.75,40.0,233.55,20.345,2690.5
Pune,Mumbai,169.53,Hatchback,Petrol,15.58,96.64,3,21,High,Clear,246.57,60.0,267.6,12.638,1610.13
Delhi,Jaipur,303.55,Sedan,Diesel,16.36,91.74,2,23,Medium,Clear,425.43,60.0,294.67,18.727,2402.89
Ahmedabad,Udaipur,263.58,Sedan,Diesel,18.54,97.59,5,9,Medium,Cloudy,184.35,150.0,282.37,15.332,1995.03
Surat,Mumbai,312.99,Hatchback,Diesel,18.27,97.04,2,18,High,Clear,281.92,40.0,287.23,19.321,2409.65
Vadodara,Mumbai,449.33,Sedan,Diesel,17.17,93.27,2,15,High,Clear,486.18,150.0,381.19,30.273,3824.91
Delhi,Jaipur,304.29,Sedan,Petrol,15.64,103.74,4,0,Medium,Cloudy,315.32,150.0,309.83,20.555,2801.11
Surat,Mumbai,310.68,SUV,Petrol,14.36,106.72,4,10,Medium,Clear,490.63,0.0,245.39,22.357,3184.99
Surat,Mumbai,300.44,Sedan,CNG,12.38,83.46,4,10,Low,Clear,364.29,0.0,200.81,22.161,2389.75
Surat,Mumbai,291.95,Hatchback,CNG,16.82,77.94,5,15,Medium,Clear,326.88,80.0,234.12,18.002,1979.41
Ahmedabad,Udaipur,268.81,Hatchback,Diesel,19.46,94.88,5,13,Medium,Clear,294.07,60.0,286.86,14.299,1863.12
Pune,Mumbai,163.23,Sedan,Diesel,19.16,88.71,1,13,Medium,Rain,391.94,120.0,235.09,9.129,1459.28
Surat,Mumbai,285.1,Sedan,Petrol,16.22,95.31,2,1,Medium,Clear,455.0,60.0,227.35,18.134,2413.11
Bengaluru,Mysuru,158.85,Sedan,Petrol,15.74,97.43,2,7,Medium,Clear,184.82,60.0,167.42,10.802,1415.07
Bengaluru,Mysuru,155.04,Hatchback,CNG,19.46,77.33,3,16,Low,Clear,253.85,150.0,155.38,7.351,1077.91
Ahmedabad,Surat,284.56,Hatchback,Petrol,19.02,94.69,5,19,High,Cloudy,311.72,0.0,339.08,17.561,2166.83
Pune,Mumbai,152.44,Hatchback,Petrol,18.99,105.03,1,15,Medium,Clear,249.4,60.0,199.14,8.372,1269.73
Bengaluru,Mysuru,145.74,Sedan,CNG,13.01,76.8,3,16,High,Rain,196.75,150.0,216.46,13.001,1472.44
Rajkot,Ahmedabad,233.21,Sedan,CNG,12.51,82.0,1,5,High,Rain,204.77,120.0,359.02,21.909,2293.69
Ahmedabad,Udaipur,275.96,SUV,Petrol,13.11,95.34,5,3,Medium,Clear,238.15,60.0,288.42,21.32,2523.28
Pune,Mumbai,159.73,Sedan,Diesel,14.08,91.16,1,14,Medium,Rain,308.93,80.0,229.27,11.488,1521.91
Vadodara,Mumbai,450.75,Hatchback,Diesel,20.18,91.4,5,7,Medium,Clear,573.04,60.0,350.61,23.646,3029.57
Delhi,Jaipur,291.63,SUV,Diesel,13.39,87.77,4,6,Medium,Cloudy,429.28,40.0,305.23,23.261,2782.41
Ahmedabad,Vadodara,119.3,SUV,CNG,11.71,81.31,3,15,Medium,Clear,160.74,60.0,119.68,10.801,1205.84
Surat,Mumbai,309.84,Hatchback,Petrol,16.06,107.47,3,20,Medium,Clear,409.56,150.0,239.39,19.513,2840.85
Rajkot,Ahmedabad,216.02,Sedan,CNG,12.45,78.17,2,5,High,Clear,306.61,60.0,285.45,20.313,2090.36
Surat,Mumbai,308.94,SUV,Diesel,10.67,93.19,1,22,Medium,Clear,343.16,80.0,254.18,29.732,3437.63
Ahmedabad,Udaipur,273.11,Hatchback,CNG,17.7,79.46,5,1,Low,Clear,320.64,120.0,232.78,14.343,1714.08
Ahmedabad,Surat,262.78,SUV,Petrol,9.8,102.69,5,13,Low,Cloudy,227.59,0.0,225.8,26.171,3143.66
Delhi,Jaipur,282.87,Hatchback,CNG,19.59,77.01,4,22,Medium,Cloudy,399.81,60.0,296.75,15.52,1808.55
Bengaluru,Mysuru,146.45,Sedan,Diesel,14.96,94.95,3,2,Medium,Clear,231.37,0.0,167.4,10.504,1325.15
Delhi,Jaipur,295.54,Hatchback,Diesel,21.08,92.78,3,3,High,Clear,267.13,0.0,324.87,16.186,1945.64
Ahmedabad,Surat,267.52,Sedan,Diesel,14.67,87.63,3,10,Medium,Clear,407.08,0.0,249.9,18.554,2232.4
Surat,Mumbai,286.76,Hatchback,CNG,13.83,79.77,4,3,Medium,Clear,459.78,0.0,225.06,22.164,2417.37
Ahmedabad,Vadodara,118.33,Hatchback,Diesel,21.64,88.51,5,18,Low,Rain,148.93,60.0,117.08,5.111,733.91
Pune,Mumbai,161.33,Sedan,Diesel,15.02,94.59,5,9,Low,Rain,304.85,150.0,202.55,10.459,1568.37
Delhi,Jaipur,280.04,Hatchback,Petrol,17.34,94.14,4,16,Medium,Cloudy,421.78,150.0,288.39,17.213,2368.62
Pune,Mumbai,161.21,Sedan,Petrol,17.63,95.41,2,21,Medium,Clear,238.76,60.0,211.08,9.756,1326.76
Delhi,Jaipur,286.53,Sedan,CNG,16.13,77.96,3,1,High,Clear,428.41,40.0,332.19,20.101,2254.71
Bengaluru,Mysuru,157.12,Sedan,Petrol,18.0,98.06,4,3,Low,Rain,139.41,0.0,172.24,8.067,1048.43
Surat,Mumbai,288.21,Sedan,Diesel,16.74,91.67,1,1,Low,Clear,531.51,40.0,194.4,15.845,2245.44
Ahmedabad,Surat,259.75,SUV,CNG,11.41,83.39,3,9,High,Cloudy,333.83,40.0,296.25,27.185,2811.61
Bengaluru,Mysuru,149.73,SUV,Petrol,14.15,106.48,5,9,Low,Cloudy,223.91,60.0,149.34,9.818,1475.25
Vadodara,Mumbai,450.29,Sedan,CNG,12.91,84.16,4,12,Low,Clear,497.68,60.0,296.21,31.927,3617.72
Surat,Mumbai,302.78,Hatchback,Petrol,14.44,99.59,1,21,High,Rain,388.17,60.0,318.59,25.149,3126.75
Delhi,Jaipur,280.13,Sedan,CNG,12.91,81.94,3,22,High,Clear,357.54,120.0,328.44,25.459,2733.22
Pune,Mumbai,152.57,Hatchback,Diesel,17.46,93.08,5,20,Medium,Clear,249.62,80.0,195.18,8.917,1229.49
Vadodara,Mumbai,458.26,Sedan,Diesel,17.08,92.5,1,2,Medium,Clear,400.5,60.0,327.06,28.606,3386.86
Ahmedabad,Surat,286.04,SUV,Petrol,13.37,103.19,2,5,Low,Clear,418.69,0.0,236.09,19.845,2672.2
Bengaluru,Mysuru,152.1,Hatchback,Petrol,20.22,104.48,4,13,Low,Rain,192.17,0.0,177.03,7.128,1034.72
Pune,Mumbai,161.23,Sedan,CNG,15.44,84.89,1,5,Low,Cloudy,319.19,80.0,186.07,10.061,1357.72
Ahmedabad,Surat,269.52,Hatchback,CNG,17.95,84.64,2,19,High,Clear,231.24,120.0,293.94,17.666,2003.22
Ahmedabad,Surat,279.02,SUV,Petrol,9.36,97.93,4,0,High,Clear,440.69,120.0,326.7,34.346,4139.51
Ahmedabad,Vadodara,114.78,Hatchback,Petrol,15.34,98.98,2,23,Medium,Clear,147.68,80.0,119.0,7.658,1034.45
Rajkot,Ahmedabad,223.84,Hatchback,Petrol,17.06,107.71,2,4,Medium,Cloudy,200.78,0.0,268.62,13.335,1772.92
Ahmedabad,Vadodara,116.79,SUV,CNG,8.7,85.99,3,22,High,Cloudy,153.26,0.0,149.4,15.79,1619.79
Ahmedabad,Surat,281.65,Sedan,Diesel,16.5,97.58,2,0,Low,Clear,316.79,120.0,219.69,15.576,2145.22
Vadodara,Mumbai,447.57,Hatchback,CNG,14.57,82.44,5,5,Low,Cloudy,576.28,40.0,298.69,29.953,3358.18
Vadodara,Mumbai,419.16,SUV,Diesel,14.82,88.79,1,11,Medium,Clear,621.84,120.0,330.62,28.615,3695.01
Delhi,Jaipur,284.9,Hatchback,CNG,13.57,78.1,4,22,Medium,Clear,259.96,40.0,265.97,21.379,2106.72
Ahmedabad,Udaipur,259.37,Hatchback,Petrol,16.69,100.83,1,1,Medium,Cloudy,253.05,60.0,276.86,15.803,2086.74
Pune,Mumbai,155.42,SUV,CNG,12.92,74.05,3,12,Medium,Rain,242.74,80.0,227.49,12.776,1388.45
Vadodara,Mumbai,429.15,SUV,Diesel,10.89,87.54,4,8,Low,Clear,471.63,40.0,302.12,36.231,4017.76
Rajkot,Ahmedabad,212.61,SUV,CNG,11.68,81.9,4,17,Medium,Cloudy,204.56,60.0,251.11,19.373,2018.97
Pune,Mumbai,151.96,SUV,Petrol,13.37,96.48,2,12,Medium,Clear,245.88,40.0,197.45,12.118,1558.53
Ahmedabad,Vadodara,119.05,Hatchback,Petrol,20.65,105.06,1,23,High,Clear,130.1,120.0,142.43,6.662,1032.75
Rajkot,Ahmedabad,232.48,Hatchback,Petrol,19.4,100.57,3,1,High,Cloudy,277.78,150.0,309.69,13.663,1960.93
Ahmedabad,Surat,280.87,Sedan,Petrol,14.24,104.56,5,13,Medium,Clear,390.92,60.0,261.23,21.318,2852.47
Delhi,Jaipur,298.03,Sedan,Diesel,17.27,96.56,3,14,Medium,Clear,274.26,0.0,282.75,18.126,2271.6
Ahmedabad,Udaipur,261.79,SUV,Petrol,11.57,107.64,4,4,High,Clear,256.27,40.0,309.28,25.89,3270.52
Vadodara,Mumbai,421.34,Sedan,Diesel,17.97,94.42,5,17,High,Clear,639.39,0.0,363.7,27.886,3559.54
Bengaluru,Mysuru,150.3,Hatchback,Diesel,16.07,88.43,4,12,Medium,Fog,137.89,0.0,210.05,9.551,1056.21
Ahmedabad,Vadodara,112.93,Sedan,Petrol,17.45,99.37,5,4,Medium,Clear,156.98,120.0,115.99,6.717,1008.39
Rajkot,Ahmedabad,217.45,Sedan,Petrol,17.64,107.64,3,6,High,Cloudy,316.25,0.0,280.47,14.863,2078.95
Pune,Mumbai,166.46,SUV,CNG,11.25,73.19,4,8,High,Clear,231.22,60.0,270.47,16.852,1639.73
Ahmedabad,Vadodara,112.64,Hatchback,CNG,17.2,77.52,1,13,Medium,Rain,192.76,0.0,134.99,7.045,799.88
Delhi,Jaipur,283.18,Sedan,Diesel,16.33,96.0,3,16,High,Clear,263.14,120.0,316.33,20.232,2521.49
Ahmedabad,Surat,279.3,Sedan,Diesel,19.96,88.53,3,23,Low,Rain,320.36,120.0,257.05,12.967,1780.96
Delhi,Jaipur,300.53,SUV,Petrol,12.0,99.3,1,5,Medium,Fog,361.25,60.0,375.66,26.308,3287.79
Ahmedabad,Vadodara,123.06,Sedan,Petrol,12.85,105.97,4,14,Low,Clear,163.15,80.0,102.72,9.345,1338.54
Delhi,Jaipur,291.13,Hatchback,Diesel,22.08,95.65,3,14,Medium,Clear,442.37,40.0,275.35,13.995,1982.15
Bengaluru,Mysuru,150.42,SUV,Petrol,10.57,97.75,5,16,Medium,Clear,144.15,80.0,179.87,15.157,1815.95
Bengaluru,Mysuru,155.27,Hatchback,Petrol,15.61,95.44,4,19,High,Clear,249.65,80.0,206.36,11.799,1523.26
Ahmedabad,Surat,286.03,Hatchback,Diesel,22.07,95.96,5,20,Medium,Clear,421.26,60.0,281.17,13.902,1978.18
Surat,Mumbai,290.32,SUV,Diesel,13.65,94.45,1,19,Medium,Clear,433.12,40.0,238.46,22.65,2809.57
Ahmedabad,Vadodara,117.98,Hatchback,Petrol,14.63,96.37,3,10,High,Cloudy,177.52,120.0,148.24,9.095,1251.12
Bengaluru,Mysuru,158.47,SUV,Petrol,11.31,99.06,5,9,Medium,Clear,229.08,0.0,186.68,14.924,1843.04
Ahmedabad,Surat,280.2,SUV,Diesel,10.55,90.44,3,5,Medium,Clear,328.88,120.0,268.88,28.58,3317.36
Ahmedabad,Udaipur,268.2,Hatchback,Diesel,17.49,96.06,1,15,Medium,Clear,292.36,120.0,262.85,15.805,2077.6
Ahmedabad,Vadodara,110.82,Sedan,Diesel,18.62,87.46,3,3,Medium,Clear,133.98,80.0,106.77,6.319,852.24
Ahmedabad,Vadodara,120.5,Sedan,Petrol,17.12,97.0,4,21,Medium,Clear,150.25,60.0,119.31,7.412,1021.66
Vadodara,Mumbai,426.72,Hatchback,Diesel,20.99,94.42,5,3,Medium,Cloudy,458.15,80.0,331.29,20.555,2677.92
Ahmedabad,Udaipur,256.68,SUV,CNG,12.93,75.22,5,1,High,Clear,208.97,40.0,327.89,23.08,2215.03
Vadodara,Mumbai,431.91,SUV,Petrol,13.02,94.32,5,2,Low,Clear,561.52,40.0,280.97,31.715,3891.06
Pune,Mumbai,159.84,SUV,CNG,11.32,81.2,5,22,High,Fog,322.8,120.0,291.74,16.495,1928.22
Surat,Mumbai,296.73,Sedan,Petrol,14.18,96.55,2,13,High,Rain,336.45,120.0,325.36,24.399,3009.81
Delhi,Jaipur,289.68,SUV,Diesel,11.94,97.11,1,2,High,Clear,472.08,150.0,353.37,28.919,3672.18
Surat,Mumbai,317.18,Hatchback,Diesel,22.86,91.0,3,18,High,Fog,416.97,60.0,385.16,15.856,2076.65
Bengaluru,Mysuru,151.69,Sedan,Diesel,14.62,92.65,5,13,Medium,Clear,241.55,150.0,165.42,10.926,1499.08
Bengaluru,Mysuru,144.53,Sedan,Petrol,15.54,102.1,1,8,Medium,Clear,218.99,40.0,153.59,10.058,1375.94
Ahmedabad,Vadodara,120.03,Sedan,CNG,14.73,74.53,5,9,High,Clear,153.94,150.0,145.7,9.196,1087.87
Delhi,Jaipur,293.4,SUV,CNG,8.75,83.3,3,15,Medium,Rain,451.36,80.0,327.21,36.217,3807.85
Surat,Mumbai,292.64,Hatchback,Petrol,19.01,100.03,3,9,High,Cloudy,460.56,0.0,298.74,17.937,2458.74
Bengaluru,Mysuru,150.03,Hatchback,Petrol,21.09,101.43,1,20,High,Clear,198.51,120.0,207.96,8.195,1245.64
Surat,Mumbai,290.21,Hatchback,Diesel,22.27,88.04,4,21,Medium,Rain,483.26,60.0,266.84,13.487,1887.38
Surat,Mumbai,299.62,Sedan,Petrol,14.93,103.13,1,11,Low,Clear,447.8,150.0,206.58,19.193,2746.69
Ahmedabad,Surat,265.48,Hatchback,Petrol,15.9,95.19,5,23,Low,Clear,444.3,120.0,226.06,16.174,2287.42
Pune,Mumbai,164.6,Sedan,Petrol,14.36,98.09,2,17,Low,Clear,223.29,0.0,175.52,10.97,1397.05
Ahmedabad,Vadodara,113.33,Hatchback,CNG,14.76,72.5,1,20,High,Clear,118.21,80.0,133.61,9.219,941.81
Bengaluru,Mysuru,156.1,Sedan,Petrol,17.57,104.19,3,18,Low,Cloudy,250.65,80.0,155.59,8.35,1319.2
Ahmedabad,Udaipur,284.13,Sedan,Petrol,12.58,102.67,5,5,Low,Clear,243.37,40.0,244.62,21.198,2624.05
Delhi,Jaipur,277.69,Sedan,Diesel,17.9,93.72,1,0,Low,Clear,422.51,0.0,233.0,14.328,1932.89
Rajkot,Ahmedabad,212.76,Sedan,Diesel,18.94,88.41,1,6,High,Clear,222.66,0.0,283.97,12.981,1520.02
Surat,Mumbai,294.41,SUV,Petrol,12.38,95.07,4,11,Low,Clear,460.99,80.0,214.98,21.782,2909.77
Pune,Mumbai,155.62,Hatchback,Diesel,17.76,92.82,3,11,High,Clear,294.0,0.0,233.14,10.113,1320.96
Ahmedabad,Vadodara,116.34,SUV,Diesel,10.99,96.18,5,6,Low,Clear,184.88,80.0,108.64,10.16,1347.54
Rajkot,Ahmedabad,221.67,Hatchback,Petrol,15.72,103.75,4,19,Medium,Clear,381.05,0.0,244.4,14.271,1964.1
Ahmedabad,Surat,261.78,Sedan,CNG,12.62,78.08,5,19,High,Clear,426.9,40.0,288.92,23.821,2524.13
Ahmedabad,Surat,265.05,Hatchback,Diesel,19.86,90.67,4,6,Low,Cloudy,289.45,40.0,225.09,12.787,1634.58
Delhi,Jaipur,279.95,Sedan,CNG,15.57,74.08,5,8,High,Clear,284.23,80.0,312.75,21.22,2122.44
Bengaluru,Mysuru,155.14,Sedan,Petrol,13.37,95.06,1,19,Medium,Rain,226.39,60.0,201.87,12.498,1596.13
Bengaluru,Mysuru,157.53,Sedan,Petrol,12.92,103.7,1,6,Low,Clear,144.17,0.0,153.85,11.793,1478.64
Delhi,Jaipur,283.4,Sedan,Petrol,13.85,104.57,5,20,Medium,Clear,254.23,40.0,257.72,21.811,2751.05
Rajkot,Ahmedabad,216.45,Sedan,CNG,16.89,77.14,4,7,Medium,Clear,202.6,120.0,225.16,13.391,1502.56
Ahmedabad,Vadodara,119.15,Hatchback,CNG,18.53,83.84,1,13,Medium,Clear,127.43,60.0,126.18,6.895,825.35
Surat,Mumbai,284.75,Sedan,Petrol,12.63,94.39,5,4,Medium,Clear,534.26,60.0,222.42,23.588,3024.14
Ahmedabad,Surat,263.95,SUV,Petrol,12.65,102.25,4,8,Medium,Cloudy,418.28,80.0,254.59,22.121,2976.89
Pune,Mumbai,154.75,SUV,CNG,11.3,83.88,2,19,Medium,Clear,285.49,60.0,208.76,14.254,1677.63
Ahmedabad,Surat,265.75,Sedan,CNG,12.18,83.88,5,3,Low,Fog,246.14,80.0,258.02,20.022,2153.85
Surat,Mumbai,294.18,Sedan,Petrol,16.96,106.01,1,11,Medium,Clear,331.4,120.0,228.78,18.125,2594.89
Ahmedabad,Surat,276.05,SUV,Petrol,9.85,107.7,1,7,Medium,Cloudy,275.01,0.0,275.54,29.329,3704.18
Rajkot,Ahmedabad,214.46,Sedan,Diesel,17.36,89.34,2,14,Medium,Cloudy,386.35,120.0,240.96,12.733,1787.24
Ahmedabad,Surat,274.8,Sedan,CNG,16.5,78.39,4,13,Medium,Cloudy,399.35,0.0,257.13,17.16,1966.28
Surat,Mumbai,313.49,Sedan,Petrol,14.81,100.33,1,20,High,Rain,320.51,40.0,339.85,24.947,3052.22
Pune,Mumbai,153.67,Hatchback,Diesel,16.49,92.09,4,15,Medium,Clear,269.23,120.0,205.67,9.609,1372.49
Ahmedabad,Surat,274.13,SUV,Petrol,11.8,102.3,3,5,Low,Clear,380.25,80.0,222.71,22.501,2981.46
Ahmedabad,Vadodara,119.35,SUV,Petrol,13.46,106.72,1,19,High,Clear,157.6,60.0,153.29,10.188,1401.89
Ahmedabad,Surat,277.74,Hatchback,Petrol,16.48,104.63,5,0,Low,Cloudy,374.88,80.0,246.58,15.748,2245.18
Delhi,Jaipur,294.23,Sedan,Diesel,16.79,87.76,5,3,High,Clear,427.2,0.0,322.96,20.251,2411.12
Rajkot,Ahmedabad,211.86,Sedan,Petrol,12.63,94.02,2,16,Medium,Rain,295.72,80.0,269.91,17.706,2152.4
Ahmedabad,Vadodara,112.12,Sedan,Petrol,16.93,96.64,3,17,Medium,Cloudy,166.65,80.0,116.17,6.845,975.31
Rajkot,Ahmedabad,224.08,SUV,Diesel,14.01,95.14,2,13,Medium,Cloudy,230.83,120.0,274.97,16.679,2158.88
Surat,Mumbai,311.59,SUV,Diesel,14.15,94.08,2,5,Low,Clear,354.68,120.0,225.69,21.091,2700.9
Delhi,Jaipur,283.37,Hatchback,Petrol,15.0,95.77,3,22,Medium,Clear,453.38,60.0,285.02,19.926,2540.37
Ahmedabad,Udaipur,270.81,SUV,CNG,11.53,79.49,3,10,Medium,Cloudy,190.03,0.0,283.98,24.123,2324.6
Pune,Mumbai,170.41,Hatchback,Petrol,15.9,101.64,5,9,Medium,Fog,367.22,120.0,266.11,11.266,1721.32
Surat,Mumbai,301.98,SUV,Petrol,9.89,94.54,2,14,Medium,Clear,368.7,120.0,237.62,30.916,3683.73
Rajkot,Ahmedabad,231.23,SUV,Diesel,15.58,90.46,3,21,High,Clear,194.46,60.0,300.83,17.424,2046.34
Delhi,Jaipur,301.83,Hatchback,Diesel,22.53,96.36,5,8,Low,Fog,437.08,80.0,324.04,12.604,1918.48
Bengaluru,Mysuru,154.56,Sedan,CNG,15.76,74.67,5,8,Medium,Cloudy,234.73,120.0,178.4,9.995,1214.89
Pune,Mumbai,164.18,Sedan,Diesel,19.22,91.87,2,1,High,Rain,350.87,0.0,290.85,9.757,1361.8
Ahmedabad,Vadodara,114.23,SUV,Petrol,10.1,95.53,1,22,Medium,Clear,177.29,40.0,123.24,11.675,1410.07
Pune,Mumbai,160.29,Hatchback,Petrol,17.55,97.5,4,21,Medium,Clear,237.91,0.0,203.95,9.286,1221.15
Ahmedabad,Udaipur,270.57,Sedan,Petrol,16.08,104.78,1,3,Medium,Rain,248.31,80.0,314.06,17.057,2329.72
Bengaluru,Mysuru,159.33,Sedan,Petrol,14.58,94.6,4,0,High,Clear,143.4,60.0,215.26,13.07,1542.52
Rajkot,Ahmedabad,229.26,Sedan,Diesel,18.45,88.84,5,15,Medium,Clear,206.17,60.0,247.1,13.182,1580.39
Pune,Mumbai,155.18,SUV,CNG,9.72,81.29,5,20,High,Clear,264.41,120.0,251.09,18.641,2030.71
Ahmedabad,Udaipur,275.85,Sedan,Diesel,15.86,90.65,3,9,High,Clear,302.8,60.0,315.08,20.173,2371.9
Ahmedabad,Surat,266.78,SUV,Diesel,14.13,92.67,1,17,Medium,Clear,226.14,60.0,264.97,19.887,2353.83
Pune,Mumbai,166.14,Hatchback,Petrol,20.56,106.64,5,8,Low,Fog,334.26,40.0,228.8,7.804,1317.4
Surat,Mumbai,310.66,Sedan,Diesel,18.22,92.81,4,10,Low,Clear,273.28,0.0,220.95,16.339,1971.22
Pune,Mumbai,161.33,SUV,Diesel,12.52,92.05,2,9,Medium,Clear,232.66,0.0,206.37,13.813,1621.98
Ahmedabad,Udaipur,275.29,Hatchback,Petrol,19.34,100.24,2,22,Medium,Clear,167.82,150.0,293.07,14.643,1950.56
Ahmedabad,Surat,279.7,Sedan,CNG,16.78,76.75,2,8,Medium,Clear,371.85,120.0,269.78,16.869,1961.1
Ahmedabad,Vadodara,115.98,Sedan,Diesel,16.11,96.28,1,18,Medium,Rain,140.97,0.0,131.37,7.469,930.78
Vadodara,Mumbai,426.79,Sedan,Petrol,13.77,101.86,4,6,Medium,Cloudy,411.78,60.0,319.52,32.433,4107.8
Delhi,Jaipur,276.14,Sedan,Petrol,14.95,107.14,1,5,High,Fog,372.36,0.0,383.34,22.272,2994.6
Ahmedabad,Vadodara,112.21,Hatchback,Diesel,17.64,96.89,5,18,Low,Clear,118.33,0.0,102.65,6.125,768.84
Ahmedabad,Surat,278.32,SUV,Diesel,14.47,90.55,2,13,Medium,Clear,393.49,120.0,264.0,20.127,2594.35
Bengaluru,Mysuru,159.46,Hatchback,Diesel,15.98,89.59,2,18,Medium,Rain,185.03,40.0,212.42,10.148,1245.31
Rajkot,Ahmedabad,233.3,SUV,Diesel,11.31,96.2,4,12,Medium,Clear,236.69,60.0,271.31,21.005,2541.99
Surat,Mumbai,292.8,Hatchback,Petrol,14.93,105.8,4,18,Medium,Clear,324.3,80.0,229.62,20.09,2653.62
Rajkot,Ahmedabad,234.41,SUV,Petrol,8.64,97.61,4,11,High,Cloudy,281.17,60.0,319.45,31.006,3598.01
Pune,Mumbai,169.36,Sedan,Diesel,15.86,88.14,2,4,Medium,Clear,246.73,80.0,208.32,11.326,1419.11
Pune,Mumbai,157.31,Hatchback,Petrol,18.16,99.26,4,1,Medium,Fog,307.68,120.0,252.28,8.944,1408.02
Ahmedabad,Udaipur,267.98,Sedan,Diesel,19.59,93.92,1,5,Medium,Clear,321.61,40.0,267.85,13.958,1838.51
Rajkot,Ahmedabad,214.75,SUV,Diesel,13.66,91.32,2,17,High,Rain,232.06,120.0,335.48,18.841,2239.65
Ahmedabad,Udaipur,269.68,Sedan,Petrol,13.21,103.84,5,19,High,Clear,206.33,150.0,326.74,24.263,3095.55
Surat,Mumbai,298.65,SUV,Diesel,12.65,93.26,1,13,Medium,Clear,509.03,0.0,241.28,24.138,3005.0
Ahmedabad,Surat,289.07,Hatchback,Diesel,16.4,94.67,4,4,High,Clear,255.19,80.0,317.19,20.089,2367.91
Rajkot,Ahmedabad,213.78,Sedan,Petrol,15.78,107.71,5,7,Low,Clear,282.68,120.0,198.83,12.483,1906.67
Delhi,Jaipur,282.16,Hatchback,CNG,14.99,74.18,5,8,Low,Cloudy,403.1,60.0,239.81,17.485,1921.61
Delhi,Jaipur,278.6,Hatchback,Petrol,16.38,95.33,4,16,High,Clear,455.8,80.0,318.16,20.031,2644.63
Ahmedabad,Vadodara,111.48,Hatchback,Diesel,21.96,93.21,5,10,Medium,Clear,110.03,40.0,114.49,5.17,696.2
Ahmedabad,Surat,284.09,Sedan,Petrol,15.18,94.73,2,21,Low,Clear,245.93,80.0,230.0,17.684,2207.45
Ahmedabad,Vadodara,116.42,Hatchback,CNG,18.41,82.9,1,6,Medium,Clear,99.47,40.0,119.86,6.781,755.45
Bengaluru,Mysuru,144.83,SUV,Petrol,12.92,95.89,5,11,Medium,Clear,162.11,0.0,172.32,11.544,1391.27
Ahmedabad,Vadodara,115.5,SUV,Diesel,12.16,97.23,4,5,Low,Clear,179.54,0.0,105.44,9.107,1181.77
Ahmedabad,Udaipur,259.57,Sedan,Petrol,12.61,101.11,4,4,Medium,Rain,314.23,60.0,308.27,21.194,2712.97
Surat,Mumbai,299.72,SUV,Petrol,10.5,98.52,4,10,Medium,Cloudy,431.25,120.0,256.17,29.775,3709.39
Pune,Mumbai,168.94,Sedan,Petrol,17.34,99.44,2,3,Low,Clear,258.99,40.0,185.12,9.505,1378.87
Ahmedabad,Surat,261.48,Sedan,CNG,15.85,78.84,1,15,Medium,Clear,307.0,0.0,239.13,17.641,1902.99
Pune,Mumbai,158.96,Sedan,Petrol,15.21,99.94,1,10,Low,Rain,377.26,60.0,208.14,9.903,1532.7
Ahmedabad,Vadodara,119.94,Sedan,CNG,14.31,77.96,5,13,Medium,Clear,139.49,60.0,120.74,9.06,981.52
Delhi,Jaipur,294.82,Hatchback,Diesel,19.23,91.27,2,9,High,Clear,269.45,0.0,325.5,17.706,2050.87
Ahmedabad,Udaipur,276.53,Hatchback,Petrol,14.44,98.92,4,2,Low,Clear,313.74,80.0,237.26,18.705,2441.96
Surat,Mumbai,304.78,Hatchback,Petrol,18.21,99.62,1,13,Medium,Rain,526.99,60.0,269.47,17.841,2567.21
Ahmedabad,Surat,275.34,Sedan,Diesel,14.71,93.08,1,22,Low,Rain,400.49,80.0,265.68,17.61,2306.72
Ahmedabad,Udaipur,280.64,Hatchback,Diesel,19.51,95.02,3,8,Low,Rain,218.69,80.0,287.1,13.838,1765.49
Rajkot,Ahmedabad,222.09,Sedan,CNG,13.84,81.22,2,6,High,Clear,365.41,0.0,274.25,18.318,2032.14
Bengaluru,Mysuru,159.37,Hatchback,Petrol,18.63,96.58,3,7,Medium,Clear,148.21,120.0,178.46,8.711,1184.2
Pune,Mumbai,158.43,Hatchback,Diesel,18.81,96.81,2,0,High,Cloudy,297.9,60.0,260.43,9.607,1399.56
Vadodara,Mumbai,440.95,Sedan,Diesel,17.07,93.1,5,16,Medium,Clear,514.48,80.0,330.86,26.402,3388.29
Pune,Mumbai,156.29,Sedan,Diesel,17.93,95.24,3,21,Low,Cloudy,221.5,0.0,176.6,8.516,1127.98
Bengaluru,Mysuru,145.68,Sedan,Diesel,17.95,96.83,5,23,High,Cloudy,248.95,0.0,191.42,9.341,1258.85
Delhi,Jaipur,297.16,Hatchback,Petrol,18.93,102.88,2,15,Medium,Clear,471.73,150.0,280.39,16.686,2533.78
Ahmedabad,Vadodara,113.43,Hatchback,Diesel,16.76,89.17,5,19,Low,Cloudy,122.89,40.0,108.04,6.347,786.14
Ahmedabad,Udaipur,269.88,Hatchback,CNG,19.74,79.37,3,10,Medium,Fog,190.36,150.0,350.65,14.226,1613.37
Rajkot,Ahmedabad,230.79,Sedan,CNG,14.39,76.63,5,7,Medium,Clear,212.7,60.0,258.73,16.649,1697.46
