city,state,lat,lon,population
Dumraon,Bihar,25.55265,84.15149,53618
Nerupperichchal,Tamil Nadu,11.16105,77.37398,53579
Jaggaiahpet,Andhra Pradesh,16.89155,80.09551,53530
Rampur Hat,West Bengal,24.17737,87.78275,53468
Khanapuram Haveli,Telangana,17.26239,80.16809,53442
Goalpara,Assam,26.17668,90.62634,53430
Tuni,Andhra Pradesh,17.35905,82.54607,53425
Laxmangarh,Rajasthan,27.82294,75.02754,53392
Shahpur,Karnataka,16.69605,76.8422,53366
Bhongir,Telangana,17.51544,78.88563,53339
Puttur,Karnataka,12.75975,75.20169,53331
Ullagaram,Tamil Nadu,12.979,80.19703,53322
Sri Dungargarh,Rajasthan,28.09617,74.00868,53294
Ayodhya,Uttar Pradesh,26.79909,82.2047,53293
Mubarakpur,Uttar Pradesh,26.08866,83.29088,53263
Amalapuram,Andhra Pradesh,16.57868,82.00609,53231
Arsikere,Karnataka,13.31446,76.25704,53216
Phaltan,Maharashtra,17.99113,74.43177,53202
Ashta,Madhya Pradesh,23.01754,76.72208,53184
Sandila,Uttar Pradesh,27.06989,80.51497,53182
Vikarabad,Telangana,17.3381,77.90441,53143
Baruipur,West Bengal,22.36544,88.4325,53128
Choudwar,Odisha,20.53917,85.91512,52999
Shahabad,Karnataka,17.1307,76.94361,52952
Sultanganj,Bihar,25.23831,86.73559,52892
Mandi Dabwali,Haryana,29.96633,74.70025,52873
Konch,Uttar Pradesh,25.99451,79.15127,52773
Baprola,Delhi,28.64133,77.01415,52744
Venkatagiri,Andhra Pradesh,13.96005,79.58032,52688
Dabhel,Dadra and Nagar Haveli and Daman and Diu,20.40953,72.88339,52578
Biswan,Uttar Pradesh,27.49581,80.99618,52516
Siruguppa,Karnataka,15.63,76.89217,52492
Kosi,Uttar Pradesh,27.79449,77.4368,52492
Sironj,Madhya Pradesh,24.10313,77.69055,52460
Jangaon,Telangana,17.72602,79.15236,52394
Daudnagar,Bihar,25.03473,84.40095,52364
Dandeli,Karnataka,15.26667,74.61667,52295
Ramapuram,Tamil Nadu,13.03179,80.18243,52295
Mudhol,Karnataka,16.33354,75.28305,52199
Thodupuzha,Kerala,9.89394,76.72216,52045
Devakottai,Tamil Nadu,9.94704,78.8233,51865
Arwal,Bihar,25.24281,84.66571,51849
Kaliyaganj,West Bengal,25.63442,88.32665,51748
Nasirabad,Rajasthan,26.30473,74.73364,51747
Khagaul,Bihar,25.57898,85.04564,51577
Changanacheri,Kerala,9.44203,76.53604,51430
Shorapur,Karnataka,16.521,76.75738,51398
Mandvi,Gujarat,22.83282,69.35237,51376
Rajgangpur,Odisha,22.2,84.583,51362
Ozar,Maharashtra,20.09473,73.92816,51297
Peranampattu,Tamil Nadu,12.9343,78.7189,51271
Gumla,Jharkhand,23.04268,84.54429,51264
Ramnagar,Uttarakhand,29.3925,79.1283,51244
Vazhakkala,Kerala,10.01239,76.32633,51242
Shujalpur,Madhya Pradesh,23.40673,76.7098,51225
Tirumangalam,Tamil Nadu,9.82307,77.98381,51194
Sidlaghatta,Karnataka,13.38896,77.86444,51159
Khurai,Madhya Pradesh,24.04372,78.33014,51108
Hilsa,Bihar,25.31642,85.28234,51052
Rampura Phul,Punjab,30.27563,75.24253,51023
Fatwa,Bihar,25.50958,85.30504,50961
Tundla,Uttar Pradesh,27.2146,78.23683,50939
Mannarakkat,Kerala,10.99223,76.46418,50921
Metpalle,Telangana,18.84724,78.62563,50902
Naya Gaon,Punjab,30.77515,76.79308,50869
Repalle,Andhra Pradesh,16.0184,80.82958,50866
Hunsur,Karnataka,12.30359,76.29275,50865
Nanjangud,Karnataka,12.11764,76.68397,50598
Forbesganj,Bihar,26.30253,87.26556,50475
Nithari,Delhi,28.70489,77.05285,50464
Sunabeda,Odisha,18.7284,82.82932,50394
Gajraula,Uttar Pradesh,28.8457,78.2396,50380
Virapandi,Tamil Nadu,11.06247,77.35076,50301
Dahanu,Maharashtra,19.96778,72.71263,50287
Rasipuram,Tamil Nadu,11.46009,78.18635,50244
Salur,Andhra Pradesh,18.51716,83.20548,50206
Bhabhua,Bihar,25.04049,83.60749,50179
Hodal,Haryana,27.89196,77.36744,50143
Bhadrachalam,Telangana,17.66846,80.88887,50087
Aonla,Uttar Pradesh,28.27402,79.16521,50011
Tirupparangunram,Tamil Nadu,9.88151,78.07306,50004
Chatra,Jharkhand,24.20645,84.87085,49985
Khagaria,Bihar,25.5022,86.46708,49982
Dhampur,Uttar Pradesh,29.30883,78.51083,49973
Phalodi,Rajasthan,27.13102,72.36826,49914
Gangakher,Maharashtra,18.96962,76.74946,49891
Sardhana,Uttar Pradesh,29.14551,77.61433,49857
Nohar,Rajasthan,29.18292,74.77064,49835
Yeola,Maharashtra,20.0424,74.48944,49826
Bhaisa,Telangana,19.11285,77.96336,49764
Perintalmanna,Kerala,10.97724,76.22541,49723
Jugsalai,Jharkhand,22.77668,86.18351,49660
Perambalur,Tamil Nadu,11.23333,78.88333,49648
Baduria,West Bengal,22.74431,88.78655,49547
Gudalur,Tamil Nadu,11.52073,76.48141,49535
Kizhake Chalakudi,Kerala,10.30067,76.33763,49525
Narkatiaganj,Bihar,27.10383,84.46185,49507
Peddapuram,Andhra Pradesh,17.07701,82.13836,49477
Majalgaon,Maharashtra,19.15513,76.20992,49453
Daund,Maharashtra,18.46515,74.58375,49450
Kapadvanj,Gujarat,23.02302,73.07113,49308
Kotputli,Rajasthan,27.70207,76.19911,49202
Dyane,Maharashtra,20.56743,74.52845,49192
Bail-Hongal,Karnataka,15.8137,74.85895,49182
Biaora,Madhya Pradesh,23.9205,76.91074,49093
Naugachhia,Bihar,25.38807,87.09906,49069
Kanuru,Andhra Pradesh,16.49853,80.69141,49006
Dehu Road,Maharashtra,18.68211,73.73161,48961
Piparia,Madhya Pradesh,22.75703,78.35499,48826
Barpeta,Assam,26.32293,91.00632,48824
Gooty,Andhra Pradesh,15.11836,77.63776,48658
Tamluk,West Bengal,22.30083,87.92593,48646
Vengara,Kerala,11.05083,75.97806,48600
Jaisingpur,Maharashtra,16.77639,74.55361,48510
Nangal,Punjab,31.38966,76.37574,48497
Jasdan,Gujarat,22.03709,71.20794,48483
Godda,Jharkhand,24.827,87.2125,48480
Bikramganj,Bihar,25.21073,84.25508,48465
Morar,Madhya Pradesh,26.2264,78.22482,48464
Jhajjar,Haryana,28.6063,76.6565,48424
Ramnagar,Bihar,27.16371,84.32342,48411
Nihtaur,Uttar Pradesh,29.32416,78.38724,48389
Mahnar Bazar,Bihar,25.60962,85.48076,48293
Vite,Maharashtra,17.27343,74.53792,48289
Gumia,Jharkhand,23.7975,85.82523,48141
Anakaputhur,Tamil Nadu,12.9828,80.1264,48050
Tanalur,Kerala,10.95154,75.90961,47976
Bhinmal,Rajasthan,24.99944,72.27141,47932
Sadasivpet,Telangana,17.61925,77.95263,47920
Bakhtiarpur,Bihar,25.45598,85.5329,47897
Jalandhar Cantonment,Punjab,31.29421,75.61974,47845
Athani,Karnataka,16.72613,75.06421,47842
Warud,Maharashtra,21.47101,78.26965,47817
Wankaner,Gujarat,22.61198,70.94379,47814
Churachandpur,Manipur,24.33353,93.66999,47774
Dungarpur,Rajasthan,23.84306,73.71466,47706
Chhaya,Gujarat,21.62878,69.63386,47699
Dumka,Jharkhand,24.26778,87.24855,47663
Gadarwara,Madhya Pradesh,22.9235,78.7849,47604
Pithoragarh,Uttarakhand,29.58349,80.20947,47571
Ballia,Bihar,25.42139,86.31445,47550
Bihta,Bihar,25.55885,84.87141,47549
Atrauli,Uttar Pradesh,28.02964,78.28571,47512
Walajapet,Tamil Nadu,12.9251,79.36626,47498
Koraput,Odisha,18.81199,82.71048,47468
Umarkhed,Maharashtra,19.60144,77.68878,47458
Kunnamangalam,Kerala,11.30459,75.87772,47396
Valasaravakkam,Tamil Nadu,13.04394,80.17251,47378
Jodhpur,Gujarat,21.90174,70.0327,47329
Alangad,Kerala,10.10192,76.29104,47329
Alengad,Kerala,10.11901,76.30226,47329
Punalur,Kerala,9.01956,76.92261,47263
Vikramasingapuram,Tamil Nadu,8.71477,77.39032,47241
Vattiyurkavu,Kerala,8.52469,76.98886,47187
Padrauna,Uttar Pradesh,26.90403,83.98087,47181
Ambah,Madhya Pradesh,26.70423,78.22678,47177
Komalapuram,Kerala,9.54189,76.34236,47126
Mattanur,Kerala,11.93018,75.57152,47078
Harpanahalli,Karnataka,14.78766,75.98863,47039
Kendraparha,Odisha,20.50166,86.42227,47006
Tighri,Delhi,28.51225,77.24083,46974
Pallikal,Kerala,11.13723,75.92575,46962
Selu,Maharashtra,19.45512,76.44073,46915
Medak,Telangana,18.04531,78.26078,46880
Patancheru,Telangana,17.53334,78.2645,46821
Chhatarpur,Delhi,28.49849,77.18254,46776
Dondaicha,Maharashtra,21.3236,74.56804,46767
Jamner,Maharashtra,20.80949,75.77768,46762
Burla,Odisha,21.50976,83.87259,46698
Porur,Tamil Nadu,13.03565,80.15821,46690
Nellikkuppam,Tamil Nadu,11.77554,79.67016,46678
Padra,Gujarat,22.2398,73.08451,46660
Kawardha,Chhattisgarh,22.00853,81.23148,46657
Gulaothi,Uttar Pradesh,28.58938,77.79318,46647
Joda,Odisha,22.017,85.422,46631
Seohara,Uttar Pradesh,29.20904,78.58837,46546
Warora,Maharashtra,20.22885,79.00277,46532
Manvi,Karnataka,15.99126,77.05034,46465
Kurseong,West Bengal,26.88251,88.27729,46427
Manglaur,Uttarakhand,29.79094,77.87836,46395
Nilambur,Kerala,11.27271,76.22571,46366
Ganj Dundwara,Uttar Pradesh,27.73308,78.94119,46314
Nanpara,Uttar Pradesh,27.86459,81.50036,46280
Khordha,Odisha,20.18268,85.61629,46205
Atarra,Uttar Pradesh,25.28618,80.57155,46168
Barbigha,Bihar,25.2167,85.7333,46075
Merta,Rajasthan,26.64859,74.03414,46070
Jammalamadugu,Andhra Pradesh,14.84677,78.38314,46069
Garhwa,Jharkhand,24.16002,83.80755,46059
Nawanshahr,Punjab,31.1245,76.11613,46024
Ranavav,Gujarat,21.68734,69.74485,46018
Banka,Bihar,24.88091,86.92257,45977
Thoubal,Manipur,24.63881,93.99639,45947
Mahmudabad,Uttar Pradesh,27.29191,81.11775,45921
Milavittan,Tamil Nadu,8.81928,78.09087,45863
Pakur,Jharkhand,24.63925,87.84239,45840
Cherthala,Kerala,9.68444,76.33558,45827
Nayudupet,Andhra Pradesh,13.90742,79.89465,45769
Farrukhnagar,Telangana,17.07787,78.20339,45675
Rampura,Punjab,30.256,75.24116,45639
Chirakkal,Kerala,11.91257,75.36102,45601
Chirkunda,Jharkhand,23.74771,86.78804,45508
Coonoor,Tamil Nadu,11.34979,76.79375,45494
Pandhurna,Madhya Pradesh,21.59556,78.52628,45479
Shertallai,Kerala,9.68581,76.33996,45474
Kodur,Kerala,11.01528,76.07009,45459
Giddarbaha,Punjab,30.19953,74.66627,45370
Meddappakkam,Tamil Nadu,12.91661,80.19385,45356
Nandikotkur,Andhra Pradesh,15.85668,78.26569,45343
Khalilabad,Uttar Pradesh,26.77268,83.07179,45321
Chittaranjan,West Bengal,23.85681,86.90324,45305
Pathardih,Jharkhand,23.6658,86.43166,45276
Champa,Chhattisgarh,22.03532,82.64234,45256
Mehkar,Maharashtra,20.1505,76.56841,45248
Dhanpuri,Madhya Pradesh,23.18542,81.55513,45156
Sundergarh,Odisha,22.11667,84.03333,45036
Dig,Rajasthan,27.47188,77.32564,44999
Tumsar,Maharashtra,21.38333,79.73333,44869
Rameswaram,Tamil Nadu,9.2885,79.31271,44856
Bangarapet,Karnataka,12.99116,78.17804,44849
Visharam,Tamil Nadu,12.91808,79.27756,44786
Thiruthani,Tamil Nadu,13.17594,79.61637,44781
Digras,Maharashtra,20.1035,77.71846,44767
Maradu,Kerala,9.93653,76.32382,44704
Bandikui,Rajasthan,27.05087,76.57325,44664
Dowleswaram,Andhra Pradesh,16.94761,81.77987,44637
Balapur,Maharashtra,20.66612,76.77386,44594
Tondalam,Tamil Nadu,11.50137,76.34983,44590
Jawaharnagar,Telangana,17.51001,78.56562,44562
Homnabad,Karnataka,17.77074,77.12519,44483
Memari,West Bengal,23.17647,88.09749,44448
Nandura,Maharashtra,20.83417,76.45924,44419
Kottangara,Kerala,8.92412,76.64673,44402
Angul,Odisha,20.84089,85.10192,44386
Kottakkal,Kerala,11.00089,76.00618,44382
Libaspur,Delhi,28.75089,77.14647,44375
Dalli Rajhara,Chhattisgarh,20.58573,81.07501,44363
Kalpi,Uttar Pradesh,26.11667,79.73333,44339
Jintur,Maharashtra,19.61186,76.6874,44291
Daman,Dadra and Nagar Haveli and Daman and Diu,20.41431,72.83236,44282
Ramnagar,Uttar Pradesh,25.26907,83.02971,44277
Anekal,Karnataka,12.7111,77.69557,44260
Akkarampalle,Andhra Pradesh,13.65,79.42,44219
Nidadavole,Andhra Pradesh,16.90572,81.67222,44173
Raisen,Madhya Pradesh,23.33033,77.7811,44162
Guduvancheri,Tamil Nadu,12.84519,80.06055,44098
Varangaon,Maharashtra,21.01767,75.91042,44067
Sihora,Madhya Pradesh,23.4871,80.10404,44048
Chidawa,Rajasthan,28.23937,75.64035,43953
Ahmadpur,Maharashtra,18.70622,76.93731,43936
Olavanna,Kerala,11.21836,75.83248,43895
Gobardanga,West Bengal,22.8774,88.75479,43808
Melmadai,Tamil Nadu,9.92638,78.15028,43797
Saint Thomas Mount,Tamil Nadu,13.00334,80.19614,43795
Yellandu,Telangana,17.59064,80.32146,43787
Haflong,Assam,25.16478,93.01744,43756
Polavaram,Andhra Pradesh,17.24754,81.64372,43710
Bodupal,Telangana,17.41877,78.58427,43692
Ramachandrapuram,Andhra Pradesh,16.83636,82.02871,43657
Panachikkad,Kerala,9.52974,76.54062,43595
Shoranur,Kerala,10.76181,76.27078,43533
Pallikaranai,Tamil Nadu,12.9377,80.2153,43493
Kandhla,Uttar Pradesh,29.32104,77.27101,43387
Barwala,Haryana,29.36747,75.90809,43384
Nilithi,Delhi,28.65201,77.05644,43371
Jambusar,Gujarat,22.05236,72.80074,43344
Varkala,Kerala,8.7333,76.7167,43276
Katol,Maharashtra,21.27388,78.5858,43267
Kopali,Jharkhand,22.83718,86.19161,43256
Sainthia,West Bengal,23.94826,87.68045,43221
Choornikkara,Kerala,10.08788,76.3411,43207
Perungudi,Tamil Nadu,12.96095,80.24094,43111
Kamal Pur Majra Burari,Delhi,28.74667,77.19348,43086
Jiwanpur,Uttar Pradesh,28.71448,77.28489,43054
Barhiya,Bihar,25.28814,86.02055,43045
Sojat,Rajasthan,25.92493,73.66633,43023
Kalimpong,West Bengal,27.03461,88.63084,43000
Periyakulam,Tamil Nadu,10.12268,77.54372,42976
Simdega,Jharkhand,22.61523,84.50208,42944
Bishrampur,Jharkhand,24.25299,83.92502,42925
Kottuvalli,Kerala,10.11119,76.24634,42922
Bairagnia,Bihar,26.74063,85.27323,42895
Diglipur,Andaman and Nicobar,13.26667,93.0,42877
Panipat Taraf Ansar,Haryana,29.41223,76.9547,42877
Ranjangaon S,Maharashtra,19.84404,75.21482,42877
Kakkodi,Kerala,11.31973,75.80146,42866
Mahbubabad,Telangana,17.59728,80.00207,42851
Perumbaikad,Kerala,9.61827,76.53127,42839
Arvi,Maharashtra,20.99585,78.22914,42822
Parasia,Madhya Pradesh,22.1913,78.75904,42786
Sivaganga,Tamil Nadu,9.84701,78.48358,42785
Limbdi,Gujarat,22.56507,71.81076,42769
Chavara,Kerala,8.96727,76.54188,42655
Dahegam,Gujarat,23.16903,72.82161,42632
Shahabad,Haryana,30.16776,76.87046,42607
Jaspur,Uttarakhand,29.27919,78.82798,42524
Than,Gujarat,22.57422,71.19942,42508
Baola,Gujarat,22.82844,72.36364,42458
Khekra,Uttar Pradesh,28.86586,77.2841,42408
Bhupalpally,Telangana,18.42866,79.86385,42387
Dinhata,West Bengal,26.13526,89.46129,42381
Aland,Karnataka,17.56425,76.56854,42371
Kumbalangy,Kerala,9.87977,76.28353,42367
Naini Tal,Uttarakhand,29.39743,79.44686,42309
Idar,Gujarat,23.84145,73.00068,42306
Chinnamanur,Tamil Nadu,9.83999,77.38109,42305
Bhawani Mandi,Madhya Pradesh,24.41582,75.83552,42283
Kyathampalle,Telangana,19.66781,78.5289,42275
Sikandra Rao,Uttar Pradesh,27.68859,78.37985,42229
Palladam,Tamil Nadu,10.99175,77.28633,42225
Razam,Andhra Pradesh,18.44909,83.65957,42197
Jajpur,Odisha,20.84852,86.33729,42157
Jora,Madhya Pradesh,26.34209,77.8092,42153
Canning,West Bengal,22.31399,88.66508,42132
Khairabad,Uttar Pradesh,27.52698,80.75461,42125
Pratapgarh,Rajasthan,24.03215,74.78162,42079
Dhaka,Bihar,26.67479,85.16698,42063
Kannad,Maharashtra,20.25684,75.13786,42056
Nathdwara,Rajasthan,24.93805,73.82392,42016
Abdu Rahiman Nagar,Kerala,11.06983,75.93879,41993
Golaghat,Assam,26.51167,93.95951,41989
Kekri,Rajasthan,25.97132,75.14992,41890
Barauli,Bihar,26.38109,84.58648,41877
Mahe,Kerala,11.70172,75.53474,41816
Diamond Harbour,West Bengal,22.19268,88.18951,41802
Surampatti,Tamil Nadu,11.32726,77.71122,41782
Baghpat,Uttar Pradesh,28.94485,77.21865,41766
Bar Bigha,Bihar,25.21855,85.7332,41758
Narayanpet,Telangana,16.74799,77.4954,41752
Khambhaliya,Gujarat,22.20685,69.65031,41734
Bilara,Rajasthan,26.18067,73.7055,41710
Trikonavattam,Kerala,8.88987,76.66588,41609
Rajgir,Bihar,25.02828,85.42079,41587
Kudappanakkunnu,Kerala,8.55142,76.96079,41583
Paithan,Maharashtra,19.47506,75.38558,41536
Kodinar,Gujarat,20.79393,70.70216,41492
Pileru,Andhra Pradesh,13.65584,78.93854,41489
Pirayiri,Kerala,10.76523,76.63178,41359
Ramganj Mandi,Rajasthan,24.64648,75.94325,41328
Vaijapur,Maharashtra,19.92672,74.7275,41296
Kannamangalam,Kerala,11.07543,75.98522,41260
Saundatti,Karnataka,15.76615,75.11778,41215
Jaggayyapeta,Andhra Pradesh,16.8938,80.09807,41180
Peddapalli,Telangana,18.61357,79.37442,41171
Dhupgari,West Bengal,26.58904,89.00732,41168
Triprangod,Kerala,10.84225,75.94856,41167
Chakan,Maharashtra,18.76059,73.86351,41113
Bharthana,Uttar Pradesh,26.75231,79.2218,41055
Patti,Punjab,31.28092,74.85849,40976
Jalarpet,Tamil Nadu,12.57025,78.57318,40959
Vadgaon,Maharashtra,20.37589,78.11258,40884
Talcher,Odisha,20.94927,85.23354,40841
Thottada,Kerala,11.83851,75.4208,40818
Kalliyoor,Kerala,8.43128,77.01285,40816
Arantangi,Tamil Nadu,10.17235,78.99118,40814
Athiyannur,Kerala,8.393,77.06371,40712
Icchannur,Kerala,11.36148,75.77819,40697
Sherghati,Bihar,24.5595,84.79162,40666
Bhadra,Rajasthan,29.10298,75.17138,40662
Jhajha,Bihar,24.77107,86.37888,40646
Ghatsila,Jharkhand,22.58531,86.47682,40624
Dharmanagar,Tripura,24.36667,92.16667,40595
Kayalpattinam,Tamil Nadu,8.57143,78.11992,40588
Nowgong,Madhya Pradesh,25.06136,79.44125,40580
Savanur,Karnataka,14.97335,75.33724,40567
Naila,Chhattisgarh,22.02074,82.5666,40561
Nannambra,Kerala,10.99211,75.90799,40543
Manapparai,Tamil Nadu,10.60772,78.42582,40510
Boyampalaiyam,Tamil Nadu,11.14875,77.35368,40503
Kallakkurichchi,Tamil Nadu,11.7404,78.959,40449
Kulathummal,Kerala,8.5073,77.08145,40448
Ettumanur,Kerala,9.66898,76.55924,40438
Ghatampur,Uttar Pradesh,26.15272,80.16803,40435
Channarayapatna,Karnataka,12.90642,76.38775,40417
Akividu,Andhra Pradesh,16.58225,81.38112,40413
Kovvur,Andhra Pradesh,17.0162,81.72934,40379
Vellakkovil,Tamil Nadu,10.94627,77.71242,40359
Sabalgarh,Madhya Pradesh,26.24918,77.40786,40333
Bhalki,Karnataka,18.04348,77.206,40333
Kattipparutti,Kerala,10.87385,76.05348,40318
Murtajapur,Maharashtra,20.73299,77.36694,40295
Peringathur,Kerala,11.7137,75.58599,40292
Solan,Himachal Pradesh,30.90908,77.10869,40283
Nadapuram,Kerala,11.68465,75.65493,40230
Gursahaiganj,Uttar Pradesh,27.11518,79.73174,40214
Maihar,Madhya Pradesh,24.26594,80.76063,40192
Bantval,Karnataka,12.8905,75.03489,40155
Pallipalayam,Tamil Nadu,11.36523,77.76235,40140
Mapusa,Goa,15.59154,73.80898,40122
Taki,West Bengal,22.58867,88.93253,40113
Akalkot,Maharashtra,17.52532,76.20611,40103
Maner,Bihar,25.64602,84.87291,40068
Malur,Karnataka,13.00322,77.93798,40050
Bakhri,Bihar,25.59889,86.26074,40043
Mayyanad,Kerala,8.83726,76.64505,40039
Mappilaiurani,Tamil Nadu,8.8359,78.13518,40035
Melur,Tamil Nadu,10.03241,78.3393,40017
Hasimara,West Bengal,26.7469,89.35385,40000
Sathupalli,Telangana,17.24968,80.86899,40000
Puranpur,Uttar Pradesh,28.51283,80.14829,39988
Akluj,Maharashtra,17.89241,75.02138,39972
Bansi,Uttar Pradesh,27.17749,82.93442,39926
Bilaspur,Uttar Pradesh,28.88655,79.2703,39873
Vadavalli,Tamil Nadu,11.02472,76.8973,39873
Thakurdwara,Uttar Pradesh,29.19203,78.86145,39860
Amudalavalasa,Andhra Pradesh,18.41025,83.90295,39799
Vyara,Gujarat,21.11079,73.39365,39789
Bhavani,Tamil Nadu,11.44553,77.68215,39744
Samalkha,Haryana,29.23552,77.01273,39710
Lakkanahalli,Tamil Nadu,12.11202,78.15384,39697
Porsa,Madhya Pradesh,26.67444,78.37081,39669
Kadungalur,Kerala,10.0948,76.32106,39666
Kalappatti,Tamil Nadu,11.07937,77.03709,39586
Anandpur,Odisha,21.21411,86.12492,39585
Chaklasi,Gujarat,22.6532,72.94497,39581
Radhanpur,Gujarat,23.83238,71.6047,39558
Murshidabad,West Bengal,24.1839,88.27171,39557
Manakunnam,Kerala,9.8857,76.37328,39538
Bhachau,Gujarat,23.29858,70.34279,39532
Jalalabad,Punjab,30.60622,74.25727,39525
Kurinjippadi,Tamil Nadu,11.55028,79.59066,39514
Sedam,Karnataka,17.17859,77.28998,39341
Vadasinor,Gujarat,22.95677,73.33505,39330
Kampli,Karnataka,15.40626,76.60013,39307
Karo,Jharkhand,23.78516,85.9783,39305
Tirkadavur,Kerala,8.92398,76.59101,39285
Jogbani,Bihar,26.39905,87.26525,39281
Mukondapalli,Tamil Nadu,12.75142,77.80169,39245
Sirohi,Rajasthan,24.88838,72.84794,39229
Aroor,Kerala,9.8694,76.30498,39214
Othukkungal,Kerala,11.0283,76.02903,39139
Ghosi,Uttar Pradesh,26.10587,83.5393,39138
Sumerpur,Rajasthan,25.1543,73.08157,39132
Pehowa,Haryana,29.97897,76.58249,39101
Karakkad,Kerala,10.58804,76.03884,39098
Nurpur,Uttar Pradesh,29.14956,78.4084,39077
Revelganj,Bihar,25.78976,84.63596,39039
Betamcherla,Andhra Pradesh,15.45144,78.14797,38994
Belpahar,Odisha,21.8218,83.8458,38993
Chika,Haryana,30.04891,76.343,38952
Paravur Tekkumbhagam,Kerala,8.7947,76.66798,38946
Tuvagudi,Tamil Nadu,10.74725,78.82133,38887
Dwarka,Gujarat,22.23944,68.96778,38873
Kotamangalam,Kerala,10.06435,76.62843,38837
Katpadi,Tamil Nadu,12.96951,79.14552,38833
Rangat,Andaman and Nicobar,12.50595,92.9155,38824
Sagauli,Bihar,26.7639,84.74341,38815
Rahuri,Maharashtra,19.39069,74.64979,38813
Sanawad,Madhya Pradesh,22.17391,76.06993,38740
Kondapalle,Andhra Pradesh,16.61989,80.54244,38714
Vetapalem,Andhra Pradesh,15.78502,80.30663,38671
Sangaria,Rajasthan,29.79886,74.46683,38638
Jalesar,Uttar Pradesh,27.47315,78.3031,38614
Nattakam,Kerala,9.54533,76.51414,38599
Palia Kalan,Uttar Pradesh,28.43205,80.58137,38547
Bayana,Rajasthan,26.90791,77.28985,38502
Rajula,Gujarat,21.03854,71.44345,38489
Bodh Gaya,Bihar,24.69808,84.9869,38439
Keru,Rajasthan,26.19247,73.0443,38429
Kollancode,Tamil Nadu,8.28903,77.10799,38385
Kilakarai,Tamil Nadu,9.23183,78.78545,38355
Kumhari,Chhattisgarh,21.26667,81.51667,38334
Chikodi,Karnataka,16.42898,74.58591,38307
Khairtal,Rajasthan,27.80426,76.63861,38298
Pathanamthitta,Kerala,9.26667,76.78333,38285
Chorod,Kerala,11.62773,75.59147,38245
Nandigama,Andhra Pradesh,16.7717,80.28596,38219
Indi,Karnataka,17.17735,75.9526,38217
Kondli,Delhi,28.61167,77.32667,38207
Nildoh,Maharashtra,21.11075,78.98915,38157
Kabnur,Maharashtra,16.70166,74.43952,38146
Malavalli,Karnataka,12.38556,77.06045,38129
Suluru,Andhra Pradesh,13.7,80.01667,38065
Kaman,Rajasthan,27.65791,77.26908,38040
Chetwayi,Kerala,10.52885,76.04793,38011
Nongthymmai,Meghalaya,25.5637,91.9064,38004
Shahbazpur,Bihar,26.30511,87.28865,38000
Wadi,Karnataka,17.05183,76.99048,37988
Tirupati NMA,Andhra Pradesh,13.63229,79.48568,37968
Gauribidanur,Karnataka,13.61072,77.51738,37947
Tasgaon,Maharashtra,17.037,74.60171,37945
Agar,Madhya Pradesh,23.71177,76.01571,37917
Rajakilpakkam,Tamil Nadu,12.91944,80.16972,37906
Gharonda Neemka Bangar,Delhi,28.61644,77.288,37876
Dibai,Uttar Pradesh,28.20849,78.26173,37873
Robertsganj,Uttar Pradesh,24.6886,83.06784,37855
Pen,Maharashtra,18.73734,73.09603,37852
Tarikere,Karnataka,13.70954,75.81382,37848
Maudaha,Uttar Pradesh,25.68312,80.11419,37844
Sathyamangalam,Tamil Nadu,11.50526,77.23826,37816
Gharaunda,Haryana,29.53692,76.97142,37816
Cheyyar,Tamil Nadu,12.66052,79.54308,37802
Sonepur,Bihar,25.69608,85.16669,37776
Niwai,Rajasthan,26.36073,75.91836,37765
Gogri Jamalpur,Bihar,25.41117,86.65925,37753
Bilasipara,Assam,26.23285,90.2341,37739
Nangli Sakrawat,Delhi,28.62169,76.9923,37706
Satana,Maharashtra,20.59483,74.20301,37701
Rawatbhata,Rajasthan,24.92981,75.59209,37699
Ellenabad,Haryana,29.45282,74.66122,37680
Wanadongri,Maharashtra,21.0938,78.97273,37667
Parola,Maharashtra,20.88098,75.11937,37666
Pathri,Maharashtra,19.2588,76.43412,37648
Bopal,Gujarat,23.03341,72.46723,37635
Chettipalaiyam,Tamil Nadu,11.16669,77.33502,37620
Talattala,Kerala,8.87382,76.67158,37517
Jhalrapatan,Rajasthan,24.54205,76.17242,37506
Zira,Punjab,30.96853,74.99106,37498
Leh,Ladakh,34.16504,77.58402,37475
Kanker,Chhattisgarh,20.27193,81.49177,37442
Sarangpur,Madhya Pradesh,23.56651,76.47306,37435
Sandur,Karnataka,15.08613,76.54692,37431
Bangarmau,Uttar Pradesh,26.8912,80.21149,37425
Kanigiri U,Andhra Pradesh,15.40637,79.50702,37420
Jaito,Punjab,30.45126,74.89189,37377
Dongargarh,Chhattisgarh,21.18893,80.75459,37372
Phulbani,Odisha,20.48101,84.23063,37371
Malayinkeezhu,Kerala,8.4902,77.0374,37350
Attingal,Kerala,8.69609,76.81507,37346
Perunkalattu,Tamil Nadu,12.91823,80.08245,37342
Morsi,Maharashtra,21.3403,78.01258,37333
Pilibangan,Rajasthan,29.44964,74.10093,37288
Nelamangala,Karnataka,13.09978,77.39364,37232
Sindgi,Karnataka,16.91883,76.23368,37226
Vettur,Kerala,8.71742,76.72582,37219
Bhadgaon,Maharashtra,20.66905,75.22937,37214
Ratia,Haryana,29.69029,75.57688,37152
