start_city,start_state,start_lat,start_lon,dest_city,dest_state,dest_lat,dest_lon,haversine_km,road_km,factor,source
Thiruvananthapuram,Kerala,8.48550,76.94924,Kumarapalayam,Tamil Nadu,11.44495,77.71102,339.485,456.704,1.34529,osrm
Delhi Cantonment,Delhi,28.60000,77.13333,Mahesana,Gujarat,23.59864,72.38472,730.653,865.659,1.18477,osrm
Satna,Madhya Pradesh,24.57726,80.82719,Bhagalpur,Bihar,25.24446,86.97183,624.054,736.912,1.18085,osrm
Jamshedpur,Jharkhand,22.80278,86.18545,Cuttack,Odisha,20.46497,85.87927,261.872,333.699,1.27428,osrm
Raebareli,Uttar Pradesh,26.23090,81.23315,Gonda City,Uttar Pradesh,27.13181,81.95332,123.105,172.560,1.40172,osrm
Saugor,Madhya Pradesh,23.83877,78.73874,Unnao,Uttar Pradesh,26.54706,80.48781,348.787,381.795,1.09464,osrm
Shantipur,West Bengal,23.24723,88.43302,Rajpur Sonarpur,West Bengal,22.43820,88.43205,89.960,110.925,1.23305,osrm
Etah,Uttar Pradesh,27.55879,78.65692,Bhind,Madhya Pradesh,26.56671,78.78728,111.067,144.135,1.29773,osrm
Tiruvannamalai,Tamil Nadu,12.22662,79.07461,Kanchipuram,Tamil Nadu,12.83515,79.70006,95.852,114.315,1.19262,osrm
Mormugao,Goa,15.38914,73.81491,Adilabad,Telangana,19.67203,78.53590,690.802,889.460,1.28758,osrm
Panchkula,Haryana,30.69461,76.85040,Karawalnagar,Delhi,28.72712,77.27047,222.504,245.750,1.10447,osrm
Munger,Bihar,25.37459,86.47455,Basti,Uttar Pradesh,26.78817,82.71617,406.912,476.383,1.17073,osrm
Shantipur,West Bengal,23.24723,88.43302,Raiganj,West Bengal,25.61281,88.12449,264.889,306.626,1.15757,osrm
Kochi,Kerala,9.93988,76.26022,Malkajgiri,Telangana,17.44781,78.52633,869.943,1064.277,1.22339,osrm
Brahmapur,Odisha,19.31151,84.79290,Nizamabad,Telangana,18.67154,78.09880,707.375,924.639,1.30714,osrm
Giridih,Jharkhand,24.18622,86.30875,Deoghar,Jharkhand,24.48983,86.69902,51.991,68.107,1.30997,osrm
Airoli,Maharashtra,19.15096,72.99625,Kalol,Gujarat,23.24656,72.49508,458.363,528.315,1.15261,osrm
Madhurampur Dehri,Bihar,24.96899,84.19640,Bettiah,Bihar,26.80229,84.50311,206.150,277.713,1.34714,osrm
Satara,Maharashtra,17.68589,73.99333,Sangli,Maharashtra,16.85438,74.56417,110.556,122.754,1.11033,osrm
Najafgarh,Delhi,28.60922,76.97982,Rohtak,Haryana,28.89447,76.58917,49.562,59.565,1.20183,osrm
Kishanganj,Bihar,26.10224,87.95534,Halisahar,West Bengal,22.93218,88.41859,355.596,436.433,1.22733,osrm
Hosapete,Karnataka,15.26954,76.38710,Yelahanka,Karnataka,13.10073,77.59632,274.135,328.441,1.19810,osrm
Gudivada,Andhra Pradesh,16.43547,80.99555,Karimnagar,Telangana,18.43915,79.12856,298.097,352.609,1.18287,osrm
Bulandshahr,Uttar Pradesh,28.40392,77.85773,Mustafabad,Delhi,28.71974,77.26781,67.472,75.565,1.11994,osrm
Bangaon,West Bengal,23.04553,88.83084,Deoghar,Jharkhand,24.48983,86.69902,269.910,358.374,1.32775,osrm
Rewa,Madhya Pradesh,24.53256,81.29234,Jamuria,West Bengal,23.70468,87.07872,594.370,692.111,1.16445,osrm
Singrauli,Madhya Pradesh,24.19973,82.67535,Nalgonda,Telangana,17.05439,79.26707,869.965,1261.283,1.44981,osrm
Munger,Bihar,25.37459,86.47455,Maheshtala,West Bengal,22.50862,88.25322,366.363,471.738,1.28762,osrm
Raipur,Chhattisgarh,21.23333,81.63333,Davangere,Karnataka,14.46693,75.92694,964.518,1238.854,1.28443,osrm
Halisahar,West Bengal,22.93218,88.41859,Bangaon,West Bengal,23.04553,88.83084,44.042,61.095,1.38721,osrm
Dombivali,Maharashtra,19.21667,73.08333,Achalpur,Maharashtra,21.25665,77.51006,514.502,615.511,1.19632,osrm
Pudukkottai,Tamil Nadu,10.38128,78.82141,Madurai,Tamil Nadu,9.91900,78.11953,92.435,106.673,1.15403,osrm
Alandur,Tamil Nadu,13.00250,80.20611,Kochi,Kerala,9.93988,76.26022,548.471,692.207,1.26207,osrm
Prayagraj,Uttar Pradesh,25.44478,81.84322,Murwara,Madhya Pradesh,23.83776,80.39405,231.043,272.313,1.17862,osrm
Suriapet,Telangana,17.14054,79.62045,Warangal,Telangana,18.00000,79.58333,95.649,121.441,1.26966,osrm
Dinapore,Bihar,25.63705,85.04794,Jalpaiguri,West Bengal,26.51667,88.73333,380.838,480.373,1.26136,osrm
Jamuria,West Bengal,23.70468,87.07872,Dibrugarh,Assam,27.47989,94.90837,890.060,1200.893,1.34923,osrm
Patan,Gujarat,23.85070,72.12963,Kalol,Gujarat,23.24656,72.49508,76.815,96.335,1.25412,osrm
Kadapa,Andhra Pradesh,14.47995,78.82346,Kumarapalayam,Tamil Nadu,11.44495,77.71102,358.355,424.724,1.18521,osrm
Mahbubnagar,Telangana,16.74385,77.98597,Lal Bahadur Nagar,Telangana,17.34769,78.55757,90.559,103.133,1.13885,osrm
Morvi,Gujarat,22.81731,70.83770,Valsad,Gujarat,20.61013,72.93428,327.316,506.948,1.54881,osrm
Satna,Madhya Pradesh,24.57726,80.82719,Murwara,Madhya Pradesh,23.83776,80.39405,93.227,107.056,1.14835,osrm
Mandoli,Delhi,28.70275,77.30995,Ajmer,Rajasthan,26.45210,74.63867,363.224,442.523,1.21832,osrm
Raebareli,Uttar Pradesh,26.23090,81.23315,Pali,Rajasthan,25.77276,73.32335,792.020,926.409,1.16968,osrm
Gadag-Betageri,Karnataka,15.41670,75.61670,Kumarapalayam,Tamil Nadu,11.44495,77.71102,496.313,646.421,1.30244,osrm
Saharanpur,Uttar Pradesh,29.96790,77.54522,Najafgarh,Delhi,28.60922,76.97982,160.721,187.013,1.16359,osrm
Shivamogga,Karnataka,13.93157,75.56791,Brahmapur,Odisha,19.31151,84.79290,1150.180,1346.253,1.17047,osrm
Sambalpur,Odisha,21.46527,83.97573,Basirhat City,West Bengal,22.66142,88.85477,520.057,619.916,1.19202,osrm
Bankura,West Bengal,23.23241,87.07160,Kulti,West Bengal,23.73166,86.84372,60.183,83.894,1.39398,osrm
Churu,Rajasthan,28.30415,74.96718,Sawai Madhopur,Rajasthan,26.02301,76.34408,287.906,369.988,1.28510,osrm
Chittoor,Andhra Pradesh,13.21055,79.09560,Mandya,Karnataka,12.52230,76.89746,250.271,291.203,1.16355,osrm
Ghazipur,Uttar Pradesh,25.58333,83.58526,Muzaffarnagar,Uttar Pradesh,29.47091,77.70332,723.166,853.125,1.17971,osrm
Rajkot,Gujarat,22.29161,70.79322,Belagavi,Karnataka,15.85212,74.50447,815.234,1175.816,1.44231,osrm
Bihar Sharif,Bihar,25.20084,85.52389,Mirzapur,Uttar Pradesh,25.14490,82.56534,297.792,351.392,1.17999,osrm
Bangaon,West Bengal,23.04553,88.83084,Barddhaman,West Bengal,23.25572,87.85691,102.281,132.856,1.29892,osrm
Medinipur,West Bengal,22.42114,87.32257,Bansbaria,West Bengal,22.95387,88.40098,125.495,159.694,1.27251,osrm
Sikar,Rajasthan,27.61206,75.13996,Aligarh,Uttar Pradesh,27.88145,78.07464,290.342,359.285,1.23746,osrm
Karawalnagar,Delhi,28.72712,77.27047,Jabalpur,Madhya Pradesh,23.16697,79.95006,673.744,792.374,1.17608,osrm
Guntur,Andhra Pradesh,16.29974,80.45729,Khammam,Telangana,17.24767,80.14368,110.567,153.669,1.38983,osrm
Jodhpur,Rajasthan,26.26841,73.00594,Jhansi,Uttar Pradesh,25.45887,78.57994,564.887,695.116,1.23054,osrm
Roorkee,Uttarakhand,29.86632,77.89118,Farrukhabad,Uttar Pradesh,27.39134,79.57930,320.743,421.313,1.31355,osrm
Raigarh,Chhattisgarh,21.89764,83.39660,Bhiwandi,Maharashtra,19.30023,73.05881,1113.804,1258.888,1.13026,osrm
Machilipatnam,Andhra Pradesh,16.18747,81.13888,Mangalagiri,Andhra Pradesh,16.43083,80.56815,66.649,83.945,1.25951,osrm
Srinagar,Jammu and Kashmir,34.08565,74.80555,Kirari Sulemannagar,Delhi,28.69736,77.06480,636.314,890.110,1.39885,osrm
Kanchipuram,Tamil Nadu,12.83515,79.70006,Thiruvananthapuram,Kerala,8.48550,76.94924,569.419,709.836,1.24660,osrm
Giridih,Jharkhand,24.18622,86.30875,Dhule,Maharashtra,20.90130,74.77737,1238.788,1553.091,1.25372,osrm
Ambala Sadar,Haryana,30.33544,76.86265,Yamuna Nagar,Haryana,30.12796,77.28371,46.569,51.412,1.10400,osrm
Davangere,Karnataka,14.46693,75.92694,Malegaon,Maharashtra,20.54966,74.53462,692.278,787.458,1.13749,osrm
Dohad,Gujarat,22.83283,74.25986,Kalyan,Maharashtra,19.24370,73.13554,415.794,545.945,1.31302,osrm
Sultanpur,Uttar Pradesh,26.25788,82.07269,Lakhimpur,Uttar Pradesh,27.94822,80.77935,227.409,279.354,1.22842,osrm
Suriapet,Telangana,17.14054,79.62045,Serilingampalle,Telangana,17.49313,78.30196,145.351,185.072,1.27327,osrm
Suriapet,Telangana,17.14054,79.62045,Tadepalligudem,Andhra Pradesh,16.81467,81.52717,205.989,236.280,1.14705,osrm
Jaunpur,Uttar Pradesh,25.75356,82.68689,Titagarh,West Bengal,22.74252,88.37326,666.556,738.004,1.10719,osrm
Medinipur,West Bengal,22.42114,87.32257,Baidyabati,West Bengal,22.78498,88.32586,110.653,137.035,1.23843,osrm
Narasaraopet,Andhra Pradesh,16.23488,80.04927,Yelahanka,Karnataka,13.10073,77.59632,437.102,540.185,1.23583,osrm
Jagtial,Telangana,18.79473,78.91661,Burari,Delhi,28.75570,77.19941,1121.255,1389.808,1.23951,osrm
Rewari,Haryana,28.19900,76.61830,Jhunjhunun,Rajasthan,28.12559,75.39797,119.908,144.938,1.20874,osrm
Bhilwara,Rajasthan,25.34707,74.64081,Ambikapur,Chhattisgarh,23.11892,83.19537,901.882,1159.799,1.28598,osrm
Rohini,Delhi,28.74322,77.06778,Palwal,Haryana,28.14469,77.32546,71.162,80.874,1.13647,osrm
Vadodara,Gujarat,22.29941,73.20812,Godhra,Gujarat,22.77547,73.61488,67.434,93.488,1.38636,osrm
Gorakhpur,Uttar Pradesh,26.76628,83.36889,Begusarai,Bihar,25.41853,86.13389,314.154,360.896,1.14879,osrm
Tonk,Rajasthan,26.16638,75.78824,Gangapur,Rajasthan,26.47249,76.71744,98.668,131.882,1.33662,osrm
Sonipat,Haryana,28.99478,77.01937,Amritsar,Punjab,31.62234,74.87534,357.365,413.898,1.15819,osrm
Giridih,Jharkhand,24.18622,86.30875,Mohali,Punjab,30.67995,76.72211,1189.262,1402.954,1.17968,osrm
Hashtsal,Delhi,28.63406,77.05771,Sitapur,Uttar Pradesh,27.56192,80.68265,375.002,439.714,1.17256,osrm
Achalpur,Maharashtra,21.25665,77.51006,Ranebennur,Karnataka,14.62239,75.62951,764.013,944.638,1.23642,osrm
Sangli,Maharashtra,16.85438,74.56417,Hubballi,Karnataka,15.34776,75.13378,178.238,223.408,1.25343,osrm
Raurkela Industrial Township,Odisha,22.19994,84.86176,Malda,West Bengal,25.00447,88.14573,457.359,615.256,1.34524,osrm
Durg,Chhattisgarh,21.19147,81.27619,Serilingampalle,Telangana,17.49313,78.30196,516.182,726.479,1.40741,osrm
Madanapalle,Andhra Pradesh,13.55030,78.50288,Dharmavaram,Andhra Pradesh,14.41435,77.72035,127.907,166.239,1.29969,osrm
Barasat,West Bengal,22.72154,88.48198,Phusro,Jharkhand,23.75644,86.00510,277.999,354.762,1.27613,osrm
Ambikapur,Chhattisgarh,23.11892,83.19537,Banda,Uttar Pradesh,25.47758,80.33491,390.899,610.149,1.56089,osrm
Sirsa,Haryana,29.53489,75.02898,Dinapur Nizamat,Bihar,25.63847,85.05118,1078.004,1251.961,1.16137,osrm
Chhindwara,Madhya Pradesh,22.05697,78.93958,Rewa,Madhya Pradesh,24.53256,81.29234,365.375,442.567,1.21127,osrm
Kumarapalayam,Tamil Nadu,11.44495,77.71102,Pudukkottai,Tamil Nadu,10.38128,78.82141,169.372,203.297,1.20030,osrm
Ambikapur,Chhattisgarh,23.11892,83.19537,Begusarai,Bihar,25.41853,86.13389,392.545,506.260,1.28969,osrm
Nangloi Jat,Delhi,28.67957,77.06799,Rohtak,Haryana,28.89447,76.58917,52.425,61.225,1.16786,osrm
Hazaribagh,Jharkhand,23.99241,85.36162,Morena,Madhya Pradesh,26.49892,77.99534,791.373,917.715,1.15965,osrm
Ambattur,Tamil Nadu,13.09818,80.16152,Ooty,Tamil Nadu,11.41340,76.69521,420.654,624.271,1.48405,osrm
Bathinda,Punjab,30.20747,74.93893,Phagwara,Punjab,31.22452,75.77387,138.419,183.837,1.32812,osrm
Munger,Bihar,25.37459,86.47455,Raigarh,Chhattisgarh,21.89764,83.39660,497.727,691.765,1.38985,osrm
Rampur,Uttar Pradesh,28.81014,79.02699,Saharanpur,Uttar Pradesh,29.96790,77.54522,192.825,277.625,1.43977,osrm
Gonda City,Uttar Pradesh,27.13181,81.95332,Mau,Uttar Pradesh,25.94167,83.56111,207.589,236.898,1.14119,osrm
Moradabad,Uttar Pradesh,28.83893,78.77684,Howrah,West Bengal,22.57688,88.31857,1181.858,1315.683,1.11323,osrm
Thane,Maharashtra,19.19704,72.96355,Ahilyanagar,Maharashtra,19.09457,74.73843,186.788,231.362,1.23863,osrm
Brahmapur,Odisha,19.31151,84.79290,Katihar,Bihar,25.53852,87.57044,748.878,938.795,1.25360,osrm
Udgir,Maharashtra,18.39258,77.11756,Chanda,Maharashtra,19.95076,79.29523,286.925,388.704,1.35473,osrm
Nalgonda,Telangana,17.05439,79.26707,Robertsonpet,Karnataka,12.95629,78.27539,467.964,579.472,1.23828,osrm
Malegaon,Maharashtra,20.54966,74.53462,Aurangabad,Bihar,24.75204,84.37420,1112.126,1398.227,1.25726,osrm
Guntur,Andhra Pradesh,16.29974,80.45729,Bhavnagar,Gujarat,21.76287,72.15331,1063.032,1506.398,1.41708,osrm
Anantapur,Andhra Pradesh,14.67784,77.60813,Chhindwara,Madhya Pradesh,22.05697,78.93958,832.445,994.863,1.19511,osrm
Mysuru,Karnataka,12.29791,76.63925,Ooty,Tamil Nadu,11.41340,76.69521,98.542,155.519,1.57821,osrm
Chitradurga,Karnataka,14.22262,76.40038,Kumbakonam,Tamil Nadu,10.96209,79.39124,486.577,595.530,1.22392,osrm
Belagavi,Karnataka,15.85212,74.50447,Mumbai,Maharashtra,19.07283,72.88261,397.290,514.816,1.29582,osrm
Bagalkot,Karnataka,16.18673,75.69614,Secunderabad,Telangana,17.50427,78.54263,336.490,468.603,1.39262,osrm
Thenali,Andhra Pradesh,16.24253,80.63982,Salem,Tamil Nadu,11.65376,78.15538,576.361,678.511,1.17723,osrm
Dhule,Maharashtra,20.90130,74.77737,Eluru,Andhra Pradesh,16.71311,81.10437,812.455,991.765,1.22070,osrm
Adoni,Andhra Pradesh,15.62788,77.27495,Hosur,Tamil Nadu,12.73647,77.83264,327.082,433.165,1.32433,osrm
Mandsaur,Madhya Pradesh,24.07184,75.06986,Rewa,Madhya Pradesh,24.53256,81.29234,632.620,811.749,1.28315,osrm
Avadi,Tamil Nadu,13.11470,80.10981,Ranipet,Tamil Nadu,12.92471,79.33331,86.735,101.362,1.16864,osrm
Rajamahendravaram,Andhra Pradesh,17.00517,81.77784,Srikakulam,Andhra Pradesh,18.29890,83.89751,266.714,301.261,1.12953,osrm
Virar,Maharashtra,19.45591,72.81136,Deesa,Gujarat,24.25612,72.17928,537.728,634.789,1.18050,osrm
Gwalior,Madhya Pradesh,26.22983,78.17337,Varanasi,Uttar Pradesh,25.31668,83.01041,494.844,587.091,1.18642,osrm
Sikar,Rajasthan,27.61206,75.13996,Sultanpur,Uttar Pradesh,26.25788,82.07269,703.451,829.216,1.17878,osrm
Nalgonda,Telangana,17.05439,79.26707,Vizianagaram,Andhra Pradesh,18.11692,83.41148,454.895,532.828,1.17132,osrm
Mysuru,Karnataka,12.29791,76.63925,Hassan,Karnataka,13.00715,76.09620,98.442,119.159,1.21045,osrm
Puducherry,Puducherry,11.93381,79.82979,Chikmagalur,Karnataka,13.32231,75.77400,466.357,587.291,1.25932,osrm
Purnia,Bihar,25.77895,87.47422,Navadwip,West Bengal,23.40670,88.36861,278.849,346.826,1.24377,osrm
Delhi Cantonment,Delhi,28.60000,77.13333,Ambarnath,Maharashtra,19.20000,73.16667,1120.060,1308.856,1.16856,osrm
Dhaulpur,Rajasthan,26.69286,77.87968,Hisar,Haryana,29.15394,75.72294,346.088,425.835,1.23043,osrm
Lal Bahadur Nagar,Telangana,17.34769,78.55757,Hubballi,Karnataka,15.34776,75.13378,427.657,508.743,1.18961,osrm
Raniganj,West Bengal,23.61640,87.13061,Munger,Bihar,25.37459,86.47455,206.464,286.523,1.38776,osrm
Orai,Uttar Pradesh,25.99023,79.45334,Hardoi,Uttar Pradesh,27.39491,80.13165,170.109,234.618,1.37922,osrm
Chas,Jharkhand,23.63556,86.16712,Deoghar,Jharkhand,24.48983,86.69902,109.269,175.897,1.60977,osrm
Latur,Maharashtra,18.39721,76.56784,Jalgaon,Maharashtra,21.00292,75.56602,308.135,402.495,1.30623,osrm
Rajkot,Gujarat,22.29161,70.79322,Tadpatri,Andhra Pradesh,14.90832,78.01031,1118.643,1477.044,1.32039,osrm
Hazaribagh,Jharkhand,23.99241,85.36162,Rourkela,Odisha,22.22496,84.86414,203.010,328.239,1.61686,osrm
Malappuram,Kerala,11.04199,76.08154,Kozhikode,Kerala,11.24802,75.78040,40.053,52.920,1.32127,osrm
Begusarai,Bihar,25.41853,86.13389,Malda,West Bengal,25.00447,88.14573,207.565,283.645,1.36654,osrm
Kaithal,Haryana,29.80153,76.39959,Karnal,Haryana,29.69197,76.98448,57.766,66.521,1.15156,osrm
Jodhpur,Rajasthan,26.26841,73.00594,Gorakhpur,Uttar Pradesh,26.76628,83.36889,1032.284,1173.018,1.13633,osrm
Udgir,Maharashtra,18.39258,77.11756,Malegaon,Maharashtra,20.54966,74.53462,361.721,447.581,1.23737,osrm
Batala,Punjab,31.80921,75.20294,Betul,Madhya Pradesh,21.90056,77.90229,1133.727,1373.458,1.21145,osrm
Thanjavur,Tamil Nadu,10.78523,79.13909,Robertsonpet,Karnataka,12.95629,78.27539,259.059,353.111,1.36306,osrm
Ichalkaranji,Maharashtra,16.69117,74.46054,Pallavaram,Tamil Nadu,12.96796,80.15025,738.422,916.721,1.24146,osrm
Gangtok,Sikkim,27.32574,88.61216,Gurugram,Haryana,28.46010,77.02635,1145.125,1452.543,1.26846,osrm
Jaipur,Rajasthan,26.91962,75.78781,Kishangarh,Rajasthan,26.59006,74.85397,99.700,105.334,1.05651,osrm
Bagalkot,Karnataka,16.18673,75.69614,Tirunelveli,Tamil Nadu,8.72742,77.68380,857.011,1030.799,1.20278,osrm
Narela,Delhi,28.85267,77.09288,Shimla,Himachal Pradesh,31.10442,77.16662,250.484,330.258,1.31848,osrm
Tonk,Rajasthan,26.16638,75.78824,Panipat,Haryana,29.38747,76.96825,376.505,459.128,1.21945,osrm
Raipur,Chhattisgarh,21.23333,81.63333,Dinapore,Bihar,25.63705,85.04794,600.866,735.191,1.22355,osrm
Hardoi,Uttar Pradesh,27.39491,80.13165,Shahjanpur,Uttar Pradesh,27.88165,79.90918,58.391,63.295,1.08398,osrm
Bhilai,Chhattisgarh,21.20919,81.42850,Tumkur,Karnataka,13.34136,77.10220,987.909,1260.328,1.27575,osrm
Khandwa,Madhya Pradesh,21.82427,76.35086,Bhilai,Chhattisgarh,21.20919,81.42850,529.669,628.383,1.18637,osrm
Vejalpur,Gujarat,22.69021,73.56299,Jamnagar,Gujarat,22.47292,70.06673,359.765,422.356,1.17398,osrm
Mango,Jharkhand,22.82750,86.21639,Bokaro,Jharkhand,23.66934,86.15161,93.842,138.813,1.47922,osrm
Gorakhpur,Uttar Pradesh,26.76628,83.36889,Bagaha,Bihar,27.09918,84.09003,80.505,132.592,1.64701,osrm
Nowrangapur,Odisha,19.23114,82.54826,Guntur,Andhra Pradesh,16.29974,80.45729,394.030,528.259,1.34066,osrm
Bhilwara,Rajasthan,25.34707,74.64081,Deesa,Gujarat,24.25612,72.17928,276.488,365.082,1.32043,osrm
Alappuzha,Kerala,9.49004,76.32640,Tiruppur,Tamil Nadu,11.11541,77.35456,212.875,286.349,1.34515,osrm
Hathras,Uttar Pradesh,27.59551,78.05201,Lalitpur,Uttar Pradesh,24.69007,78.41915,325.142,382.073,1.17510,osrm
Narela,Delhi,28.85267,77.09288,Phusro,Jharkhand,23.75644,86.00510,1053.149,1195.338,1.13501,osrm
Kushinagar,Uttar Pradesh,26.74134,83.88689,Dhanbad,Jharkhand,23.79759,86.42992,415.342,544.210,1.31027,osrm
Morena,Madhya Pradesh,26.49892,77.99534,Indore,Madhya Pradesh,22.71792,75.83330,473.820,589.000,1.24309,osrm
Najafgarh,Delhi,28.60922,76.97982,Khurja,Uttar Pradesh,28.25382,77.85535,94.293,120.542,1.27838,osrm
Mandsaur,Madhya Pradesh,24.07184,75.06986,Sikar,Rajasthan,27.61206,75.13996,393.718,553.694,1.40632,osrm
Amreli,Gujarat,21.59983,71.21169,Kota,Rajasthan,25.18254,75.83907,617.736,781.689,1.26541,osrm
Pimpri,Maharashtra,18.62292,73.80696,Mandya,Karnataka,12.52230,76.89746,754.735,892.651,1.18273,osrm
Gyanpur,Uttar Pradesh,25.33268,82.46637,Fatehpur,Uttar Pradesh,25.92774,80.81266,178.505,190.110,1.06501,osrm
Baran,Rajasthan,25.10000,76.51667,Guna,Madhya Pradesh,24.64691,77.31130,94.680,118.583,1.25247,osrm
Saharanpur,Uttar Pradesh,29.96790,77.54522,Ranchi,Jharkhand,23.34316,85.30940,1066.127,1285.673,1.20593,osrm
Valsad,Gujarat,20.61013,72.93428,Khammam,Telangana,17.24767,80.14368,845.284,1026.982,1.21495,osrm
Chirmiri,Chhattisgarh,23.19073,82.35314,Betul,Madhya Pradesh,21.90056,77.90229,479.043,638.068,1.33196,osrm
Datia,Madhya Pradesh,25.67312,78.45908,Amravati,Maharashtra,20.93333,77.75000,531.988,673.209,1.26546,osrm
Badlapur,Maharashtra,19.15516,73.26553,Latur,Maharashtra,18.39721,76.56784,357.721,444.185,1.24171,osrm
Khargone,Madhya Pradesh,21.82292,75.61394,Udgir,Maharashtra,18.39258,77.11756,412.473,564.860,1.36945,osrm
Bagaha,Bihar,27.09918,84.09003,Saharanpur,Uttar Pradesh,29.96790,77.54522,714.330,972.486,1.36140,osrm
Hashtsal,Delhi,28.63406,77.05771,Prayagraj,Uttar Pradesh,25.44478,81.84322,591.838,691.370,1.16817,osrm
Suriapet,Telangana,17.14054,79.62045,Bhilai,Chhattisgarh,21.20919,81.42850,490.629,686.834,1.39991,osrm
Vejalpur,Gujarat,22.69021,73.56299,Dharmavaram,Andhra Pradesh,14.41435,77.72035,1019.041,1284.165,1.26017,osrm
Najafgarh,Delhi,28.60922,76.97982,Churu,Rajasthan,28.30415,74.96718,199.656,255.998,1.28219,osrm
Uluberiya,West Bengal,22.47560,88.09898,Naihati,West Bengal,22.89396,88.41521,56.715,76.743,1.35313,osrm
Hassan,Karnataka,13.00715,76.09620,Shivamogga,Karnataka,13.93157,75.56791,117.599,159.921,1.35988,osrm
Burari,Delhi,28.75570,77.19941,Gaya,Bihar,24.79686,85.00385,890.744,1026.525,1.15244,osrm
Guwahati,Assam,26.18440,91.74580,Shillong,Meghalaya,25.56892,91.88313,69.804,97.705,1.39971,osrm
Kishangarh,Rajasthan,26.59006,74.85397,Muzaffarnagar,Uttar Pradesh,29.47091,77.70332,425.201,517.785,1.21774,osrm
Haldwani,Uttarakhand,29.22254,79.52860,Mustafabad,Delhi,28.71974,77.26781,226.921,267.830,1.18028,osrm
Krishnanagar,West Bengal,23.40576,88.49073,Bali,West Bengal,22.64859,88.34115,85.574,102.494,1.19773,osrm
Pithampur,Madhya Pradesh,22.60197,75.69649,Surat,Gujarat,21.19594,72.83023,334.489,415.089,1.24097,osrm
Deoria,Uttar Pradesh,26.50167,83.77936,Mohali,Punjab,30.67995,76.72211,830.722,1029.929,1.23980,osrm
Gudivada,Andhra Pradesh,16.43547,80.99555,Proddatur,Andhra Pradesh,14.75020,78.54813,322.210,417.825,1.29675,osrm
Barshi,Maharashtra,18.23454,75.69275,Bidar,Karnataka,17.90802,77.51524,196.046,231.701,1.18187,osrm
Ponnani,Kerala,10.76695,75.92523,Kanayannur,Kerala,9.96667,76.26667,96.506,117.547,1.21802,osrm
Gondia,Maharashtra,21.46026,80.19205,Raj-Nandgaon,Chhattisgarh,21.09687,81.02890,95.662,142.199,1.48647,osrm
Mandsaur,Madhya Pradesh,24.07184,75.06986,Virar,Maharashtra,19.45591,72.81136,563.736,703.705,1.24829,osrm
Malegaon,Maharashtra,20.54966,74.53462,Bilimora,Gujarat,20.76957,72.96134,165.507,235.055,1.42022,osrm
Itarsi,Madhya Pradesh,22.61477,77.76222,Asansol,West Bengal,23.68333,86.98333,950.067,1201.768,1.26493,osrm
Ambala Sadar,Haryana,30.33544,76.86265,Jamalpur,Bihar,25.31258,86.48888,1098.430,1312.739,1.19510,osrm
Bundi,Rajasthan,25.43855,75.63735,Dhule,Maharashtra,20.90130,74.77737,512.116,597.478,1.16668,osrm
Malkajgiri,Telangana,17.44781,78.52633,Kota,Rajasthan,25.18254,75.83907,903.895,1102.362,1.21957,osrm
Adilabad,Telangana,19.67203,78.53590,Punasa,Madhya Pradesh,22.23507,76.39335,361.540,534.059,1.47718,osrm
Rajkot,Gujarat,22.29161,70.79322,Jamnagar,Gujarat,22.47292,70.06673,77.369,95.374,1.23271,osrm
Bhind,Madhya Pradesh,26.56671,78.78728,Ahilyanagar,Maharashtra,19.09457,74.73843,928.508,1139.810,1.22757,osrm
Madanapalle,Andhra Pradesh,13.55030,78.50288,Bidar,Karnataka,17.90802,77.51524,495.947,612.525,1.23506,osrm
Anantnag,Jammu and Kashmir,33.73068,75.15418,Moga,Punjab,30.81383,75.16878,324.342,620.480,1.91304,osrm
Siliguri,West Bengal,26.71004,88.42851,Rishra,West Bengal,22.72394,88.34563,443.314,564.674,1.27376,osrm
Sawai Madhopur,Rajasthan,26.02301,76.34408,Raniganj,Telangana,17.42841,78.49361,981.062,1207.184,1.23049,osrm
Baripada,Odisha,21.93458,86.72852,Bhusawal,Maharashtra,21.04365,75.78506,1136.350,1354.229,1.19174,osrm
Madanapalle,Andhra Pradesh,13.55030,78.50288,Belagavi,Karnataka,15.85212,74.50447,500.417,587.331,1.17368,osrm
Patan,Gujarat,23.85070,72.12963,Rampur,Uttar Pradesh,28.81014,79.02699,880.899,1071.483,1.21635,osrm
Chennai,Tamil Nadu,13.08784,80.27847,Mulugu,Telangana,18.19100,79.94300,568.581,677.812,1.19211,osrm
Gorakhpur,Uttar Pradesh,26.76628,83.36889,Kushinagar,Uttar Pradesh,26.74134,83.88689,51.508,55.193,1.07154,osrm
Yavatmal,Maharashtra,20.39324,78.13201,Tonk,Rajasthan,26.16638,75.78824,685.075,889.690,1.29868,osrm
Saharsa,Bihar,25.87498,86.59611,Jamuria,West Bengal,23.70468,87.07872,246.194,359.270,1.45929,osrm
Kanpur Cantonment,Uttar Pradesh,26.45942,80.37514,Jhansi,Uttar Pradesh,25.45887,78.57994,211.159,233.992,1.10813,osrm
Bhiwandi,Maharashtra,19.30023,73.05881,Aurangabad,Maharashtra,19.87757,75.34226,247.674,291.342,1.17631,osrm
Pali,Rajasthan,25.77276,73.32335,Kukatpally,Telangana,17.48486,78.41376,1060.859,1406.154,1.32549,osrm
