start_city,start_state,destination_city,destination_state,distance_km,vehicle_type,fuel_type,mileage,fuel_price,passengers,departure_hour,month,traffic_level,weather_condition,toll_cost,parking_cost,estimated_time_minutes,fuel_consumption_litres,total_trip_cost,cost_per_km,cost_band
Howrah,West Bengal,Darjiling,West Bengal,546.56,SUV,Diesel,13.32,104.34,1,13,2,Medium,Clear,529.78,60.0,604.35,42.88,5452.72,9.976,Average
Howrah,West Bengal,Darjiling,West Bengal,600.41,Hatchback,Diesel,20.66,107.3,2,2,9,Low,Rain,1075.23,40.0,563.83,27.434,4430.45,7.379,Excellent
Bhagalpur,Bihar,Maheshtala,West Bengal,356.59,Sedan,Petrol,14.55,111.31,1,9,1,High,Cloudy,429.47,40.0,435.37,28.552,3933.74,11.032,Poor
Bhagalpur,Bihar,Maheshtala,West Bengal,435.4,Hatchback,Petrol,17.13,108.0,2,20,12,Low,Fog,447.83,80.0,396.77,23.994,3392.44,7.792,Excellent
Bhagalpur,Bihar,Maheshtala,West Bengal,432.04,Sedan,Diesel,17.99,103.44,3,23,4,Low,Rain,882.12,80.0,411.88,22.671,3550.26,8.217,Good
Bhagalpur,Bihar,Maheshtala,West Bengal,411.57,Hatchback,Diesel,21.52,99.48,3,14,9,Medium,Cloudy,559.72,0.0,416.02,19.986,2827.02,6.869,Excellent
Bhagalpur,Bihar,Maheshtala,West Bengal,367.36,Hatchback,Petrol,16.66,106.5,5,9,3,Low,Clear,429.3,60.0,347.01,20.816,2882.52,7.847,Excellent
Raigarh,Chhattisgarh,Quthbullapur,Telangana,969.69,Hatchback,Petrol,18.62,109.03,4,11,10,Medium,Clear,1067.08,150.0,1019.33,54.421,7626.73,7.865,Excellent
Raigarh,Chhattisgarh,Quthbullapur,Telangana,909.07,SUV,Petrol,10.63,106.78,1,5,7,Low,Rain,1173.31,150.0,821.08,80.73,10617.1,11.679,Poor
Raigarh,Chhattisgarh,Quthbullapur,Telangana,874.75,Hatchback,Petrol,18.8,110.88,1,23,1,Low,Fog,1367.79,60.0,768.58,43.924,6785.76,7.757,Excellent
Raigarh,Chhattisgarh,Quthbullapur,Telangana,828.91,Sedan,CNG,14.16,84.96,5,23,3,Medium,Cloudy,1287.53,120.0,917.17,61.173,7228.23,8.72,Good
Raigarh,Chhattisgarh,Quthbullapur,Telangana,838.33,Hatchback,Diesel,21.86,102.67,2,0,6,Medium,Cloudy,990.38,0.0,888.23,40.076,5624.38,6.709,Excellent
Bhavnagar,Gujarat,Gondal,Gujarat,167.59,Hatchback,CNG,13.81,83.61,2,6,10,Low,Clear,157.44,80.0,153.73,11.456,1290.7,7.702,Excellent
Bhavnagar,Gujarat,Gondal,Gujarat,193.03,Hatchback,Diesel,16.33,97.5,2,14,10,Low,Clear,301.99,60.0,171.27,11.159,1560.71,8.085,Good
Bhavnagar,Gujarat,Gondal,Gujarat,178.54,SUV,Diesel,10.16,94.68,4,3,8,Low,Rain,276.63,60.0,163.03,16.589,2044.9,11.453,Poor
Bhavnagar,Gujarat,Gondal,Gujarat,153.16,Sedan,CNG,14.63,84.79,2,2,10,Low,Clear,197.39,150.0,140.55,9.883,1289.54,8.42,Good
Bhavnagar,Gujarat,Gondal,Gujarat,166.26,Hatchback,Diesel,17.11,96.57,2,3,7,Medium,Clear,228.16,60.0,184.13,10.154,1347.4,8.104,Good
Bidar,Karnataka,Ranebennur,Karnataka,466.4,SUV,Diesel,14.59,100.24,2,6,4,Low,Clear,489.4,120.0,419.95,30.177,4071.52,8.73,Good
Bidar,Karnataka,Ranebennur,Karnataka,515.03,Sedan,Petrol,13.34,109.37,4,10,11,Medium,Rain,723.06,60.0,540.58,40.345,5531.47,10.74,Poor
Bidar,Karnataka,Ranebennur,Karnataka,518.63,Sedan,Petrol,15.19,110.66,4,11,10,High,Rain,1193.37,120.0,630.76,39.776,6039.09,11.644,Poor
Bidar,Karnataka,Ranebennur,Karnataka,472.18,Sedan,Diesel,15.91,101.41,3,23,3,High,Clear,506.19,150.0,611.27,34.575,4504.29,9.539,Average
Bidar,Karnataka,Ranebennur,Karnataka,516.59,SUV,Petrol,10.19,110.24,2,11,10,Medium,Clear,734.09,150.0,545.87,52.977,7148.4,13.838,Poor
Mumbai,Maharashtra,Nandurbar,Maharashtra,337.28,Hatchback,Diesel,21.07,104.51,3,14,6,Medium,Cloudy,492.43,150.0,351.64,16.728,2598.59,7.705,Excellent
Mumbai,Maharashtra,Nandurbar,Maharashtra,378.63,SUV,Petrol,9.11,113.66,2,5,12,Medium,Fog,396.6,80.0,420.61,43.432,5775.01,15.252,Poor
Mumbai,Maharashtra,Nandurbar,Maharashtra,367.36,Sedan,Diesel,18.37,103.36,1,9,2,High,Fog,464.63,80.0,467.83,23.297,3177.81,8.65,Good
Mumbai,Maharashtra,Nandurbar,Maharashtra,393.98,Hatchback,Diesel,19.01,102.15,3,10,1,High,Fog,553.04,0.0,482.62,24.144,3224.39,8.184,Good
Mumbai,Maharashtra,Nandurbar,Maharashtra,353.42,SUV,Petrol,12.18,109.68,5,16,8,High,Clear,740.25,0.0,451.46,33.804,4742.99,13.42,Poor
Jagadhri,Haryana,Mustafabad,Delhi,204.54,Hatchback,Diesel,19.17,93.89,5,2,4,Low,Rain,390.95,60.0,195.73,10.072,1533.71,7.498,Excellent
Jagadhri,Haryana,Mustafabad,Delhi,203.02,Sedan,Diesel,14.84,94.42,4,23,6,Medium,Rain,113.84,120.0,217.96,14.296,1748.2,8.611,Good
Jagadhri,Haryana,Mustafabad,Delhi,210.39,SUV,Diesel,12.18,99.03,5,2,3,Low,Clear,207.22,150.0,195.0,16.306,2147.01,10.205,Average
Jagadhri,Haryana,Mustafabad,Delhi,210.53,SUV,Diesel,10.03,94.89,3,12,3,Medium,Clear,420.93,40.0,229.01,21.935,2683.3,12.745,Poor
Jagadhri,Haryana,Mustafabad,Delhi,211.95,Hatchback,Diesel,21.35,94.67,2,13,8,Medium,Rain,227.21,60.0,224.68,10.374,1405.4,6.631,Excellent
Karur,Tamil Nadu,Alappuzha,Kerala,291.7,Hatchback,Petrol,20.41,104.91,4,23,3,Low,Clear,430.76,0.0,276.04,13.492,2034.9,6.976,Excellent
Karur,Tamil Nadu,Alappuzha,Kerala,327.01,SUV,Diesel,12.66,100.87,2,6,5,Medium,Clear,311.83,40.0,355.78,26.993,3327.6,10.176,Average
Karur,Tamil Nadu,Alappuzha,Kerala,301.86,Sedan,Diesel,15.66,100.28,2,8,11,High,Clear,347.71,0.0,369.57,22.456,2776.05,9.196,Average
Karur,Tamil Nadu,Alappuzha,Kerala,331.86,SUV,Diesel,14.56,99.53,4,18,12,High,Fog,440.37,40.0,409.43,26.553,3397.8,10.239,Average
Karur,Tamil Nadu,Alappuzha,Kerala,309.12,Sedan,Petrol,16.34,108.61,2,0,6,Low,Rain,330.09,0.0,271.14,17.859,2457.39,7.95,Excellent
Nizamabad,Telangana,Davangere,Karnataka,644.77,Hatchback,Petrol,14.86,113.6,1,10,3,Medium,Clear,602.29,0.0,654.27,45.342,6151.1,9.54,Average
Nizamabad,Telangana,Davangere,Karnataka,591.01,SUV,Diesel,12.14,104.71,1,8,10,High,Clear,1295.35,0.0,715.4,56.716,7787.92,13.177,Poor
Nizamabad,Telangana,Davangere,Karnataka,630.5,SUV,CNG,9.94,89.8,4,3,10,Low,Clear,1106.77,40.0,577.5,59.878,7026.26,11.144,Poor
Nizamabad,Telangana,Davangere,Karnataka,697.92,Sedan,Petrol,13.08,118.28,5,20,7,High,Rain,1144.27,40.0,872.94,62.162,8936.82,12.805,Poor
Nizamabad,Telangana,Davangere,Karnataka,624.63,Hatchback,Petrol,17.84,114.5,1,13,9,Medium,Cloudy,964.99,0.0,658.05,36.588,5485.26,8.782,Good
Korba,Chhattisgarh,Dinapur Nizamat,Bihar,579.66,Sedan,CNG,16.05,83.5,5,15,12,Low,Clear,426.51,60.0,541.97,34.093,3756.13,6.48,Excellent
Korba,Chhattisgarh,Dinapur Nizamat,Bihar,560.22,Hatchback,Diesel,17.2,102.63,1,5,5,Low,Clear,857.77,0.0,522.98,30.747,4296.78,7.67,Excellent
Korba,Chhattisgarh,Dinapur Nizamat,Bihar,523.44,Hatchback,Petrol,18.23,109.48,2,22,10,Low,Fog,775.36,40.0,497.02,27.105,4117.38,7.866,Excellent
Korba,Chhattisgarh,Dinapur Nizamat,Bihar,554.73,Sedan,Diesel,16.23,98.2,1,9,1,Medium,Fog,628.72,60.0,590.76,35.717,4646.83,8.377,Good
Korba,Chhattisgarh,Dinapur Nizamat,Bihar,558.99,Hatchback,Petrol,20.17,107.48,5,20,11,Medium,Clear,769.92,80.0,567.42,28.961,4264.39,7.629,Excellent
Ponnani,Kerala,Madurai,Tamil Nadu,296.56,Hatchback,Petrol,18.35,109.29,4,17,1,Medium,Clear,286.35,60.0,305.47,16.889,2350.16,7.925,Excellent
Ponnani,Kerala,Madurai,Tamil Nadu,327.33,SUV,Petrol,10.75,112.27,4,14,12,Low,Fog,511.14,40.0,301.01,28.744,4004.93,12.235,Poor
Ponnani,Kerala,Madurai,Tamil Nadu,347.56,Sedan,Petrol,15.67,112.38,1,5,2,Low,Clear,342.13,80.0,305.57,20.938,3033.59,8.728,Good
Ponnani,Kerala,Madurai,Tamil Nadu,300.49,Sedan,Petrol,17.0,109.91,3,22,4,Low,Clear,348.5,0.0,285.49,16.686,2394.54,7.969,Excellent
Ponnani,Kerala,Madurai,Tamil Nadu,316.46,Sedan,Petrol,15.13,109.06,1,18,6,Medium,Rain,314.5,40.0,349.34,21.857,2936.27,9.278,Average
Datia,Madhya Pradesh,Hindaun,Rajasthan,218.25,Hatchback,Petrol,16.75,112.32,5,4,6,Medium,Cloudy,453.86,40.0,235.24,13.616,2164.58,9.918,Average
Datia,Madhya Pradesh,Hindaun,Rajasthan,231.83,Sedan,Diesel,18.48,106.31,2,0,4,Low,Fog,298.2,60.0,205.47,11.842,1795.66,7.746,Excellent
Datia,Madhya Pradesh,Hindaun,Rajasthan,248.03,SUV,Petrol,10.6,110.06,5,19,7,Low,Clear,337.59,80.0,223.01,22.089,3074.48,12.396,Poor
Datia,Madhya Pradesh,Hindaun,Rajasthan,228.0,Sedan,Petrol,12.99,113.22,1,10,5,Medium,Clear,113.97,80.0,237.14,18.342,2410.1,10.571,Poor
Datia,Madhya Pradesh,Hindaun,Rajasthan,194.51,SUV,Petrol,10.94,114.27,5,2,11,Low,Clear,307.9,80.0,179.98,16.784,2477.3,12.736,Poor
Panchkula,Haryana,Jagadhri,Haryana,87.41,Sedan,Petrol,17.55,102.26,3,12,5,Medium,Clear,175.0,150.0,88.14,5.205,920.89,10.535,Poor
Panchkula,Haryana,Jagadhri,Haryana,81.85,SUV,Petrol,13.39,102.62,1,19,5,High,Clear,43.73,80.0,98.56,7.121,911.54,11.137,Poor
Panchkula,Haryana,Jagadhri,Haryana,92.93,Sedan,Diesel,19.98,94.26,2,15,8,Low,Rain,127.39,0.0,89.18,4.391,602.22,6.48,Excellent
Panchkula,Haryana,Jagadhri,Haryana,88.29,Sedan,Petrol,17.91,105.32,1,12,2,Low,Clear,134.19,120.0,78.79,4.654,811.2,9.188,Average
Panchkula,Haryana,Jagadhri,Haryana,97.21,Hatchback,Petrol,20.05,107.03,5,8,7,Low,Rain,97.44,150.0,85.2,4.577,802.17,8.252,Good
Achalpur,Maharashtra,Bhind,Madhya Pradesh,773.01,Sedan,CNG,15.4,85.95,2,19,8,Medium,Rain,1425.02,60.0,844.25,52.454,6608.53,8.549,Good
Achalpur,Maharashtra,Bhind,Madhya Pradesh,800.98,Hatchback,Petrol,17.07,112.39,4,7,6,High,Cloudy,1075.75,40.0,966.47,54.666,7651.36,9.552,Average
Achalpur,Maharashtra,Bhind,Madhya Pradesh,691.99,Sedan,Diesel,16.53,102.37,4,1,5,Low,Clear,878.02,120.0,622.16,39.518,5532.81,7.996,Excellent
Achalpur,Maharashtra,Bhind,Madhya Pradesh,712.94,Sedan,Petrol,18.06,110.27,2,0,9,Low,Cloudy,757.72,40.0,671.68,37.266,5447.74,7.641,Excellent
Achalpur,Maharashtra,Bhind,Madhya Pradesh,783.72,Hatchback,Petrol,17.83,108.83,3,11,11,High,Clear,689.07,80.0,1019.62,51.208,6828.51,8.713,Good
Maler Kotla,Punjab,Khargone,Madhya Pradesh,1176.45,Hatchback,Diesel,23.02,99.04,5,11,11,Medium,Clear,1171.79,40.0,1307.43,53.405,7080.65,6.019,Excellent
Maler Kotla,Punjab,Khargone,Madhya Pradesh,1192.83,Sedan,Diesel,19.55,95.49,5,23,6,Low,Rain,563.46,150.0,1124.31,57.598,7138.35,5.984,Excellent
Maler Kotla,Punjab,Khargone,Madhya Pradesh,1285.42,Hatchback,Petrol,17.43,101.27,5,7,11,High,Clear,1669.65,80.0,1562.91,85.916,11232.47,8.738,Good
Maler Kotla,Punjab,Khargone,Madhya Pradesh,1279.96,Hatchback,Petrol,14.91,101.92,3,9,10,High,Clear,1371.57,40.0,1668.49,100.01,12279.91,9.594,Average
Maler Kotla,Punjab,Khargone,Madhya Pradesh,1313.24,Hatchback,Petrol,16.4,103.5,2,4,7,Low,Cloudy,920.97,60.0,1160.81,75.591,9572.82,7.289,Excellent
Dalupura,Delhi,Sonipat,Haryana,61.62,Hatchback,Diesel,22.23,93.12,1,17,7,Medium,Rain,66.53,120.0,64.78,2.897,491.09,7.97,Excellent
Dalupura,Delhi,Sonipat,Haryana,57.84,SUV,Diesel,12.71,94.05,2,22,12,Low,Cloudy,36.62,60.0,55.51,4.296,545.81,9.437,Average
Dalupura,Delhi,Sonipat,Haryana,66.95,Sedan,Petrol,17.62,100.18,5,21,8,Medium,Rain,62.27,40.0,73.13,3.971,551.8,8.242,Good
Dalupura,Delhi,Sonipat,Haryana,60.82,Sedan,Diesel,16.36,92.8,1,10,8,High,Rain,86.38,60.0,80.41,4.331,591.3,9.722,Average
Dalupura,Delhi,Sonipat,Haryana,63.12,Sedan,Petrol,17.68,103.55,2,7,12,Medium,Cloudy,67.38,80.0,67.09,3.731,571.15,9.049,Good
Thane,Maharashtra,Bhusawal,Maharashtra,462.17,Hatchback,Diesel,20.25,105.48,2,12,4,Low,Clear,601.77,40.0,406.87,21.545,3215.95,6.958,Excellent
Thane,Maharashtra,Bhusawal,Maharashtra,404.8,Sedan,Petrol,14.3,108.39,4,19,12,High,Fog,602.75,120.0,523.87,32.978,4590.69,11.341,Poor
Thane,Maharashtra,Bhusawal,Maharashtra,429.84,Hatchback,Petrol,20.97,109.94,5,2,9,Medium,Rain,640.9,40.0,447.71,21.42,3271.93,7.612,Excellent
Thane,Maharashtra,Bhusawal,Maharashtra,452.75,Hatchback,Petrol,18.75,112.67,4,10,10,High,Cloudy,767.15,120.0,558.38,28.131,4350.93,9.61,Average
Thane,Maharashtra,Bhusawal,Maharashtra,439.6,Hatchback,CNG,15.46,89.07,1,11,9,High,Rain,308.81,120.0,555.86,33.126,3583.74,8.152,Good
Rewari,Haryana,Gurugram,Haryana,60.73,Sedan,CNG,11.94,81.59,4,0,4,Low,Cloudy,90.43,150.0,55.96,4.801,668.62,11.01,Poor
Rewari,Haryana,Gurugram,Haryana,60.22,Hatchback,Diesel,22.82,95.23,2,23,1,Low,Clear,107.34,150.0,57.4,2.491,524.34,8.707,Good
Rewari,Haryana,Gurugram,Haryana,61.52,Sedan,Diesel,16.7,99.05,4,10,11,High,Cloudy,87.3,150.0,76.07,4.292,703.06,11.428,Poor
Rewari,Haryana,Gurugram,Haryana,58.01,Sedan,Diesel,14.03,97.03,3,19,5,High,Clear,60.81,40.0,74.21,4.817,609.96,10.515,Poor
Rewari,Haryana,Gurugram,Haryana,64.93,Sedan,Petrol,13.1,105.03,5,0,1,Low,Cloudy,98.3,0.0,58.64,4.679,634.78,9.776,Average
Dharmavaram,Andhra Pradesh,Shivaji Nagar,Maharashtra,718.84,Hatchback,Petrol,18.66,113.08,1,21,7,Medium,Rain,1389.63,150.0,772.12,40.257,6423.56,8.936,Good
Dharmavaram,Andhra Pradesh,Shivaji Nagar,Maharashtra,721.11,Sedan,Petrol,12.64,113.96,2,17,9,Medium,Rain,780.47,0.0,792.15,59.617,8051.89,11.166,Poor
Dharmavaram,Andhra Pradesh,Shivaji Nagar,Maharashtra,730.54,SUV,Petrol,13.67,115.76,5,9,10,High,Cloudy,881.09,80.0,965.56,62.259,8774.83,12.011,Poor
Dharmavaram,Andhra Pradesh,Shivaji Nagar,Maharashtra,793.14,Hatchback,Petrol,18.86,115.04,1,19,8,Medium,Rain,759.66,40.0,820.7,43.947,6307.96,7.953,Excellent
Dharmavaram,Andhra Pradesh,Shivaji Nagar,Maharashtra,725.53,Sedan,Diesel,17.98,103.49,1,10,1,High,Fog,1026.0,60.0,951.21,47.01,6490.96,8.947,Good
Baranagar,West Bengal,Guwahati,Assam,666.76,Hatchback,Petrol,19.26,112.6,2,3,5,Medium,Clear,617.15,80.0,685.51,36.177,5219.95,7.829,Excellent
Baranagar,West Bengal,Guwahati,Assam,655.87,Hatchback,Petrol,16.17,115.39,1,0,1,Low,Clear,915.86,80.0,587.8,38.29,5831.36,8.891,Good
Baranagar,West Bengal,Guwahati,Assam,578.81,Sedan,Petrol,12.58,112.91,5,11,2,High,Clear,861.77,120.0,747.17,53.602,7494.76,12.949,Poor
Baranagar,West Bengal,Guwahati,Assam,662.33,Hatchback,Diesel,22.59,106.28,2,21,10,High,Clear,785.2,40.0,804.0,34.157,4834.24,7.299,Excellent
Baranagar,West Bengal,Guwahati,Assam,703.93,Hatchback,Diesel,19.74,103.81,4,20,12,High,Fog,1152.46,60.0,874.64,41.544,5870.6,8.34,Good
Ambala Sadar,Haryana,Hardoi,Uttar Pradesh,515.91,Sedan,Petrol,13.46,106.01,3,1,11,Medium,Fog,399.27,120.0,544.91,40.054,5179.77,10.04,Average
Ambala Sadar,Haryana,Hardoi,Uttar Pradesh,557.86,SUV,CNG,10.87,79.96,1,19,3,High,Fog,890.58,60.0,672.33,59.789,6112.31,10.957,Poor
Ambala Sadar,Haryana,Hardoi,Uttar Pradesh,535.93,Hatchback,Petrol,19.64,107.33,1,7,5,Medium,Clear,819.31,80.0,586.7,28.516,4250.23,7.931,Excellent
Ambala Sadar,Haryana,Hardoi,Uttar Pradesh,573.23,SUV,Diesel,10.82,95.05,3,8,3,High,Clear,1048.86,150.0,745.71,61.72,7454.63,13.005,Poor
Ambala Sadar,Haryana,Hardoi,Uttar Pradesh,563.27,Sedan,Petrol,12.75,101.8,2,23,4,Low,Clear,757.22,120.0,522.72,41.704,5533.6,9.824,Average
Secunderabad,Telangana,Puducherry,Puducherry,857.98,SUV,Petrol,11.57,112.73,2,3,5,Low,Clear,447.71,120.0,781.02,70.003,9208.19,10.732,Poor
Secunderabad,Telangana,Puducherry,Puducherry,685.77,Hatchback,Petrol,15.44,115.42,4,2,10,Low,Clear,721.92,40.0,653.31,41.928,6045.79,8.816,Good
Secunderabad,Telangana,Puducherry,Puducherry,684.15,Hatchback,Diesel,17.47,108.09,4,23,1,Low,Fog,776.37,80.0,640.04,36.968,5240.29,7.66,Excellent
Secunderabad,Telangana,Puducherry,Puducherry,831.63,SUV,Diesel,9.92,107.41,4,6,2,High,Clear,700.69,120.0,1050.72,97.666,11982.82,14.409,Poor
Secunderabad,Telangana,Puducherry,Puducherry,753.08,Hatchback,Petrol,20.78,117.67,3,6,5,Medium,Clear,531.01,150.0,798.74,37.871,5496.01,7.298,Excellent
Bilimora,Gujarat,Secunderabad,Telangana,867.31,SUV,CNG,9.48,83.46,4,16,3,Low,Rain,1486.99,150.0,762.39,86.365,9652.27,11.129,Poor
Bilimora,Gujarat,Secunderabad,Telangana,901.76,SUV,Petrol,9.64,103.5,1,8,8,High,Rain,542.93,80.0,1153.09,108.978,12563.84,13.933,Poor
Bilimora,Gujarat,Secunderabad,Telangana,845.82,Hatchback,Diesel,16.42,100.2,5,7,1,Medium,Clear,1128.6,60.0,879.82,53.83,7136.82,8.438,Good
Bilimora,Gujarat,Secunderabad,Telangana,904.98,SUV,Petrol,12.61,105.0,1,17,8,High,Cloudy,1274.5,60.0,1120.77,83.608,11001.36,12.156,Poor
Bilimora,Gujarat,Secunderabad,Telangana,840.36,Hatchback,Petrol,17.17,104.97,3,14,9,Medium,Cloudy,857.34,150.0,856.05,51.146,6849.76,8.151,Good
Jagtial,Telangana,Hosur,Tamil Nadu,834.23,Hatchback,Diesel,19.73,109.77,3,10,10,High,Clear,1080.2,80.0,1007.72,49.259,7033.52,8.431,Good
Jagtial,Telangana,Hosur,Tamil Nadu,870.45,SUV,Petrol,10.61,114.53,2,8,9,High,Rain,1181.48,120.0,1090.74,95.577,13110.97,15.062,Poor
Jagtial,Telangana,Hosur,Tamil Nadu,858.66,Hatchback,Diesel,21.98,109.35,5,16,1,Medium,Clear,423.78,120.0,925.95,40.823,5438.74,6.334,Excellent
Jagtial,Telangana,Hosur,Tamil Nadu,796.1,SUV,CNG,12.99,90.06,3,11,9,High,Cloudy,1206.97,150.0,999.39,71.398,8564.1,10.758,Poor
Jagtial,Telangana,Hosur,Tamil Nadu,809.86,Sedan,Diesel,16.05,110.18,1,9,2,High,Fog,840.96,40.0,1032.62,58.784,7965.87,9.836,Average
Ambattur,Tamil Nadu,Kochi,Kerala,613.81,Hatchback,Diesel,19.7,100.48,1,1,6,Medium,Cloudy,875.14,120.0,672.68,32.56,4554.94,7.421,Excellent
Ambattur,Tamil Nadu,Kochi,Kerala,757.43,Hatchback,Diesel,23.03,100.12,3,6,10,High,Clear,835.09,60.0,983.93,38.315,5095.59,6.727,Excellent
Ambattur,Tamil Nadu,Kochi,Kerala,713.81,Hatchback,CNG,14.69,84.41,4,0,6,High,Cloudy,907.62,120.0,899.75,56.609,6144.47,8.608,Good
Ambattur,Tamil Nadu,Kochi,Kerala,656.2,Sedan,Petrol,15.72,109.24,2,17,4,Low,Clear,886.62,80.0,615.21,39.405,5707.15,8.697,Good
Ambattur,Tamil Nadu,Kochi,Kerala,718.8,Hatchback,Diesel,22.98,97.24,2,15,12,Medium,Cloudy,894.42,150.0,764.72,32.687,4605.97,6.408,Excellent
Shimla,Himachal Pradesh,Alwar,Rajasthan,473.21,Sedan,Diesel,19.44,95.44,4,3,6,Medium,Fog,607.88,40.0,514.85,25.437,3462.59,7.317,Excellent
Shimla,Himachal Pradesh,Alwar,Rajasthan,499.5,Hatchback,Diesel,16.79,93.75,5,23,12,Low,Rain,954.74,120.0,475.08,28.084,4041.99,8.092,Good
Shimla,Himachal Pradesh,Alwar,Rajasthan,435.51,SUV,CNG,12.6,78.35,3,12,5,High,Clear,625.19,40.0,569.16,40.267,4179.48,9.597,Average
Shimla,Himachal Pradesh,Alwar,Rajasthan,459.17,Hatchback,Diesel,16.91,90.58,5,2,9,Medium,Rain,359.56,40.0,474.8,28.376,3280.83,7.145,Excellent
Shimla,Himachal Pradesh,Alwar,Rajasthan,535.12,Sedan,Petrol,13.7,102.01,3,6,11,Medium,Cloudy,416.02,80.0,576.27,40.818,5012.0,9.366,Average
Betul,Madhya Pradesh,Kukatpally,Telangana,600.84,Sedan,Diesel,15.25,106.9,1,18,4,High,Clear,804.78,120.0,771.0,45.9,6238.77,10.383,Average
Betul,Madhya Pradesh,Kukatpally,Telangana,697.94,SUV,Petrol,11.8,110.41,1,18,10,Low,Clear,1247.03,0.0,632.88,55.835,8050.99,11.535,Poor
Betul,Madhya Pradesh,Kukatpally,Telangana,637.93,SUV,CNG,8.61,90.29,4,2,12,Medium,Clear,746.47,40.0,696.48,77.426,8369.52,13.12,Poor
Betul,Madhya Pradesh,Kukatpally,Telangana,649.58,Hatchback,Petrol,16.95,114.89,1,17,11,High,Clear,525.98,120.0,795.14,44.647,6122.0,9.425,Average
Betul,Madhya Pradesh,Kukatpally,Telangana,659.17,Hatchback,Petrol,15.24,114.9,3,21,1,High,Clear,567.89,0.0,861.8,50.389,6695.34,10.157,Average
Dinapore,Bihar,Raiganj,West Bengal,357.84,Sedan,Diesel,19.49,103.44,1,21,6,High,Cloudy,667.64,0.0,431.36,21.39,3176.95,8.878,Good
Dinapore,Bihar,Raiganj,West Bengal,372.05,SUV,Petrol,13.75,109.78,3,10,5,Medium,Cloudy,294.68,150.0,411.4,28.276,3875.87,10.418,Average
Dinapore,Bihar,Raiganj,West Bengal,396.36,Sedan,Diesel,19.31,100.33,3,1,7,Low,Rain,454.93,60.0,366.46,19.377,2761.96,6.968,Excellent
Dinapore,Bihar,Raiganj,West Bengal,371.14,Hatchback,CNG,17.18,85.71,3,20,11,Medium,Clear,571.99,60.0,400.04,22.575,2759.51,7.435,Excellent
Dinapore,Bihar,Raiganj,West Bengal,399.26,SUV,Petrol,10.23,107.67,2,11,2,High,Cloudy,500.95,40.0,507.26,45.468,5833.45,14.611,Poor
Gandhinagar,Gujarat,Barshi,Maharashtra,759.01,Hatchback,Petrol,19.12,107.79,1,3,6,Low,Cloudy,548.27,40.0,670.4,37.474,5122.3,6.749,Excellent
Gandhinagar,Gujarat,Barshi,Maharashtra,820.19,Sedan,CNG,14.19,83.73,3,4,11,Low,Cloudy,754.63,60.0,772.15,54.564,5869.43,7.156,Excellent
Gandhinagar,Gujarat,Barshi,Maharashtra,921.42,Hatchback,CNG,17.5,82.38,5,1,10,Low,Clear,1094.7,0.0,868.11,49.704,5803.07,6.298,Excellent
Gandhinagar,Gujarat,Barshi,Maharashtra,780.59,Hatchback,Petrol,14.49,106.27,1,5,8,Low,Clear,705.4,0.0,706.76,50.854,6629.85,8.493,Good
Gandhinagar,Gujarat,Barshi,Maharashtra,794.77,SUV,Petrol,10.32,107.75,1,20,10,High,Rain,695.55,0.0,955.92,89.72,10937.52,13.762,Poor
Madanapalle,Andhra Pradesh,Kanchipuram,Tamil Nadu,199.99,Hatchback,Petrol,15.83,114.72,2,2,4,Medium,Clear,323.76,60.0,211.61,13.202,1993.56,9.968,Average
Madanapalle,Andhra Pradesh,Kanchipuram,Tamil Nadu,195.14,Sedan,Petrol,17.16,113.25,4,7,1,Medium,Cloudy,240.88,80.0,196.35,11.884,1820.44,9.329,Average
Madanapalle,Andhra Pradesh,Kanchipuram,Tamil Nadu,197.76,SUV,Petrol,11.06,115.14,1,19,4,Medium,Clear,312.45,60.0,218.3,18.685,2705.19,13.679,Poor
Madanapalle,Andhra Pradesh,Kanchipuram,Tamil Nadu,184.26,Hatchback,Diesel,21.21,104.63,3,4,1,Medium,Fog,215.56,0.0,199.61,9.078,1288.24,6.991,Excellent
Madanapalle,Andhra Pradesh,Kanchipuram,Tamil Nadu,210.91,SUV,Diesel,11.97,106.9,3,20,5,Low,Clear,317.41,0.0,198.75,16.633,2255.45,10.694,Poor
Hathras,Uttar Pradesh,Datia,Madhya Pradesh,275.53,Sedan,Petrol,13.54,105.03,2,0,9,Low,Cloudy,302.49,120.0,265.09,19.21,2645.29,9.601,Average
Hathras,Uttar Pradesh,Datia,Madhya Pradesh,246.43,Sedan,Petrol,15.76,103.66,1,18,2,Medium,Clear,346.16,60.0,255.91,16.34,2262.28,9.18,Average
Hathras,Uttar Pradesh,Datia,Madhya Pradesh,279.66,Sedan,Petrol,16.96,104.13,3,15,2,Low,Clear,373.74,120.0,252.9,15.566,2309.44,8.258,Good
Hathras,Uttar Pradesh,Datia,Madhya Pradesh,275.49,Hatchback,Petrol,18.57,100.95,2,3,9,Low,Rain,356.01,40.0,242.91,14.004,1963.79,7.128,Excellent
Hathras,Uttar Pradesh,Datia,Madhya Pradesh,279.82,SUV,Petrol,9.04,106.19,5,17,8,Medium,Rain,393.84,150.0,282.55,32.346,4255.65,15.209,Poor
Gorakhpur,Uttar Pradesh,Nagaon,Assam,1144.97,Hatchback,Petrol,18.7,104.13,1,5,12,Low,Clear,914.24,80.0,1094.51,57.8,7671.07,6.7,Excellent
