a,b,road_km
Gorakhpur,Guwahati,1021.961
Gorakhpur,Gwalior,625.369
Gorakhpur,Hazaribagh,460.935
Gorakhpur,Hisar,939.776
Gorakhpur,Hubballi,1830.588
Gorakhpur,Hyderabad,1378.060
Gorakhpur,Imphal,1481.707
Gorakhpur,Indore,1100.765
Gorakhpur,Jabalpur,611.859
Gorakhpur,Jaipur,837.485
Gorakhpur,Jalandhar,1076.523
Gorakhpur,Jalgaon,1275.141
Gorakhpur,Jammu,1295.062
Gorakhpur,Jamnagar,1716.833
Gorakhpur,Jamshedpur,677.605
Gorakhpur,Jhansi,588.148
Gorakhpur,Jodhpur,1169.926
Gorakhpur,Kakinada,1576.486
Gorakhpur,Kalaburagi,1492.405
Gorakhpur,Kanpur,352.702
Gorakhpur,Karnal,827.617
Gorakhpur,Karur,2241.032
Gorakhpur,Kochi,2449.838
Gorakhpur,Kolhapur,1736.277
Gorakhpur,Kolkata,813.995
Gorakhpur,Kollam,2590.117
Gorakhpur,Korba,738.652
Gorakhpur,Kota,909.243
Gorakhpur,Kozhikode,2325.017
Gorakhpur,Kurnool,1611.916
Gorakhpur,Latur,1396.104
Gorakhpur,Lucknow,273.043
Gorakhpur,Ludhiana,1016.616
Gorakhpur,Madurai,2383.570
Gorakhpur,Mangaluru,2186.995
Gorakhpur,Mathura,643.228
Gorakhpur,Meerut,716.655
Gorakhpur,Moradabad,616.446
Gorakhpur,Mumbai,1660.720
Gorakhpur,Muzaffarnagar,773.398
Gorakhpur,Muzaffarpur,246.015
Gorakhpur,Mysuru,2117.795
Gorakhpur,Nagercoil,2599.439
Gorakhpur,Nagpur,880.777
Gorakhpur,Nanded,1295.952
Gorakhpur,Nashik,1508.544
Gorakhpur,Nellore,1792.752
Gorakhpur,Pathankot,1187.416
Gorakhpur,Patiala,960.238
Gorakhpur,Patna,263.621
Gorakhpur,Prayagraj,249.288
Gorakhpur,Puducherry,2135.128
Gorakhpur,Pune,1562.644
Gorakhpur,Purnia,492.349
Gorakhpur,Raipur,836.021
Gorakhpur,Rajamahendravaram,1459.887
Gorakhpur,Rajapalayam,2466.530
Gorakhpur,Rajkot,1627.799
Gorakhpur,Ranchi,556.820
Gorakhpur,Ratlam,1119.962
Gorakhpur,Rewa,376.887
Gorakhpur,Rohtak,828.709
Gorakhpur,Rourkela,725.381
Gorakhpur,Saharanpur,847.188
Gorakhpur,Salem,2148.437
Gorakhpur,Sambalpur,830.473
Gorakhpur,Satna,435.397
Gorakhpur,Saugor,670.366
Gorakhpur,Shillong,1110.560
Gorakhpur,Shimla,1075.441
Gorakhpur,Shivamogga,2023.279
Gorakhpur,Sholapur,1534.730
Gorakhpur,Silchar,1315.827
Gorakhpur,Siliguri,602.565
Gorakhpur,Sitapur,350.473
Gorakhpur,Sonipat,787.462
Gorakhpur,Srinagar,1494.831
Gorakhpur,Surat,1511.121
Gorakhpur,Thanjavur,2278.630
Gorakhpur,Thiruvananthapuram,2668.170
Gorakhpur,Thrissur,2380.396
Gorakhpur,Tiruchirappalli,2273.256
Gorakhpur,Tirunelveli,2518.077
Gorakhpur,Tirupati,1930.343
Gorakhpur,Tiruppur,2244.235
Gorakhpur,Tumkur,1940.992
Gorakhpur,Udaipur,1183.438
Gorakhpur,Udupi,2134.064
Gorakhpur,Ujjain,1083.948
Gorakhpur,Vadodara,1375.200
Gorakhpur,Varanasi,201.053
Gorakhpur,Vellore,2007.821
Gorakhpur,Vijayawada,1573.400
Gorakhpur,Visakhapatnam,1434.509
Gorakhpur,Warangal,1326.582
Guwahati,Gwalior,1637.468
Guwahati,Hazaribagh,930.383
Guwahati,Hisar,1951.876
Guwahati,Hubballi,2676.803
Guwahati,Hyderabad,2179.968
Guwahati,Imphal,468.852
Guwahati,Indore,2012.297
Guwahati,Jabalpur,1523.391
Guwahati,Jaipur,1849.584
Guwahati,Jalandhar,2088.623
Guwahati,Jalgaon,2186.673
Guwahati,Jammu,2307.162
Guwahati,Jamnagar,2728.933
Guwahati,Jamshedpur,954.808
Guwahati,Jhansi,1600.247
Guwahati,Jodhpur,2182.026
Guwahati,Kakinada,1770.766
Guwahati,Kalaburagi,2417.533
Guwahati,Kanpur,1364.801
Guwahati,Karnal,1839.717
Guwahati,Karur,2767.950
Guwahati,Kochi,3028.020
Guwahati,Kolhapur,2647.809
Guwahati,Kolkata,756.561
Guwahati,Kollam,3153.897
Guwahati,Korba,1357.367
Guwahati,Kota,1921.342
Guwahati,Kozhikode,2924.728
Guwahati,Kurnool,2296.012
Guwahati,Latur,2307.636
Guwahati,Lucknow,1285.142
Guwahati,Ludhiana,2028.716
Guwahati,Madurai,2875.060
Guwahati,Mangaluru,2894.343
Guwahati,Mathura,1655.328
Guwahati,Meerut,1728.755
Guwahati,Moradabad,1628.545
Guwahati,Mumbai,2572.252
Guwahati,Muzaffarnagar,1785.498
Guwahati,Muzaffarpur,773.009
Guwahati,Mysuru,2717.506
Guwahati,Nagercoil,3126.357
Guwahati,Nagpur,1792.309
Guwahati,Nanded,2207.483
Guwahati,Nashik,2420.075
Guwahati,Nellore,2248.914
Guwahati,Pathankot,2199.515
Guwahati,Patiala,1972.338
Guwahati,Patna,843.167
Guwahati,Prayagraj,1205.819
Guwahati,Puducherry,2591.291
Guwahati,Pune,2474.175
Guwahati,Purnia,573.658
Guwahati,Raipur,1577.690
Guwahati,Rajamahendravaram,1806.546
Guwahati,Rajapalayam,2993.448
Guwahati,Rajkot,2639.899
Guwahati,Ranchi,992.833
Guwahati,Ratlam,2132.061
Guwahati,Rewa,1288.419
Guwahati,Rohtak,1840.808
Guwahati,Rourkela,1124.159
Guwahati,Saharanpur,1859.288
Guwahati,Salem,2676.856
Guwahati,Sambalpur,1304.711
Guwahati,Satna,1346.928
Guwahati,Saugor,1658.566
Guwahati,Shillong,97.705
Guwahati,Shimla,2087.541
Guwahati,Shivamogga,2702.853
Guwahati,Sholapur,2446.262
Guwahati,Silchar,302.972
Guwahati,Siliguri,414.107
Guwahati,Sitapur,1362.572
Guwahati,Sonipat,1799.562
Guwahati,Srinagar,2506.930
Guwahati,Surat,2439.685
Guwahati,Thanjavur,2752.021
Guwahati,Thiruvananthapuram,3195.088
Guwahati,Thrissur,2952.434
Guwahati,Tiruchirappalli,2746.648
Guwahati,Tirunelveli,3044.994
Guwahati,Tirupati,2386.505
Guwahati,Tiruppur,2796.088
Guwahati,Tumkur,2584.353
Guwahati,Udaipur,2195.538
Guwahati,Udupi,2848.476
Guwahati,Ujjain,2069.034
Guwahati,Vadodara,2387.299
Guwahati,Varanasi,1080.305
Guwahati,Vellore,2488.836
Guwahati,Vijayawada,1959.193
Guwahati,Visakhapatnam,1628.789
Guwahati,Warangal,2110.762
Gwalior,Hazaribagh,900.894
Gwalior,Hisar,489.047
Gwalior,Hubballi,1554.912
Gwalior,Hyderabad,1187.059
Gwalior,Imphal,2080.761
Gwalior,Indore,571.214
Gwalior,Jabalpur,449.060
Gwalior,Jaipur,331.863
Gwalior,Jalandhar,687.513
Gwalior,Jalgaon,864.565
Gwalior,Jammu,906.052
Gwalior,Jamnagar,1147.979
Gwalior,Jamshedpur,1117.564
Gwalior,Jhansi,104.651
Gwalior,Jodhpur,647.694
Gwalior,Kakinada,1454.604
Gwalior,Kalaburagi,1281.326
Gwalior,Kanpur,269.780
Gwalior,Karnal,454.604
Gwalior,Karur,2050.032
Gwalior,Kochi,2258.838
Gwalior,Kolhapur,1380.345
Gwalior,Kolkata,1253.954
Gwalior,Kollam,2399.117
Gwalior,Korba,852.970
Gwalior,Kota,340.388
Gwalior,Kozhikode,2134.017
Gwalior,Kurnool,1420.915
Gwalior,Latur,1169.020
Gwalior,Lucknow,329.284
Gwalior,Ludhiana,628.389
Gwalior,Madurai,2192.570
Gwalior,Mangaluru,1911.319
Gwalior,Mathura,175.724
Gwalior,Meerut,342.890
Gwalior,Moradabad,365.889
Gwalior,Mumbai,1202.061
Gwalior,Muzaffarnagar,399.634
Gwalior,Muzaffarpur,845.069
Gwalior,Mysuru,1926.794
Gwalior,Nagercoil,2408.439
Gwalior,Nagpur,692.870
Gwalior,Nanded,1030.035
Gwalior,Nashik,985.504
Gwalior,Nellore,1601.751
Gwalior,Pathankot,798.406
Gwalior,Patiala,571.578
Gwalior,Patna,837.337
Gwalior,Prayagraj,463.657
Gwalior,Puducherry,1944.128
Gwalior,Pune,1171.854
Gwalior,Purnia,1091.403
Gwalior,Raipur,805.654
Gwalior,Rajamahendravaram,1429.519
Gwalior,Rajapalayam,2275.530
Gwalior,Rajkot,1058.944
Gwalior,Ranchi,996.779
Gwalior,Ratlam,551.107
Gwalior,Rewa,431.436
Gwalior,Rohtak,393.045
Gwalior,Rourkela,1061.847
Gwalior,Saharanpur,480.361
Gwalior,Salem,1957.437
Gwalior,Sambalpur,1017.490
Gwalior,Satna,376.420
Gwalior,Saugor,306.612
Gwalior,Shillong,1709.613
Gwalior,Shimla,686.024
Gwalior,Shivamogga,1747.604
Gwalior,Sholapur,1259.055
Gwalior,Silchar,1837.082
Gwalior,Siliguri,1201.619
Gwalior,Sitapur,328.852
Gwalior,Sonipat,377.740
Gwalior,Srinagar,1105.821
Gwalior,Surat,942.266
Gwalior,Thanjavur,2087.629
Gwalior,Thiruvananthapuram,2477.170
Gwalior,Thrissur,2189.396
Gwalior,Tiruchirappalli,2082.256
Gwalior,Tirunelveli,2327.077
Gwalior,Tirupati,1739.343
Gwalior,Tiruppur,2053.235
Gwalior,Tumkur,1749.992
Gwalior,Udaipur,614.583
Gwalior,Udupi,1858.389
Gwalior,Ujjain,515.093
Gwalior,Vadodara,806.345
Gwalior,Varanasi,587.091
Gwalior,Vellore,1816.820
Gwalior,Vijayawada,1382.400
Gwalior,Visakhapatnam,1384.920
Gwalior,Warangal,1135.582
Hazaribagh,Hisar,1283.204
Hazaribagh,Hubballi,1866.193
Hazaribagh,Hyderabad,1379.049
Hazaribagh,Imphal,1232.430
Hazaribagh,Indore,1257.530
Hazaribagh,Jabalpur,768.624
Hazaribagh,Jaipur,1148.851
Hazaribagh,Jalandhar,1419.951
Hazaribagh,Jalgaon,1372.932
Hazaribagh,Jammu,1638.490
Hazaribagh,Jamnagar,1984.901
Hazaribagh,Jamshedpur,216.554
Hazaribagh,Jhansi,856.216
Hazaribagh,Jodhpur,1481.292
Hazaribagh,Kakinada,1115.435
Hazaribagh,Kalaburagi,1515.056
Hazaribagh,Kanpur,660.876
Hazaribagh,Karnal,1171.045
Hazaribagh,Karur,2069.945
Hazaribagh,Kochi,2330.014
Hazaribagh,Kolhapur,1771.883
Hazaribagh,Kolkata,391.077
Hazaribagh,Kollam,2455.892
Hazaribagh,Korba,460.303
Hazaribagh,Kota,1177.311
Hazaribagh,Kozhikode,2306.840
Hazaribagh,Kurnool,1593.738
Hazaribagh,Latur,1431.710
Hazaribagh,Lucknow,616.124
Hazaribagh,Ludhiana,1360.043
Hazaribagh,Madurai,2177.055
Hazaribagh,Mangaluru,2172.990
Hazaribagh,Mathura,970.991
Hazaribagh,Meerut,1060.082
Hazaribagh,Moradabad,968.431
Hazaribagh,Mumbai,1696.326
Hazaribagh,Muzaffarnagar,1116.826
Hazaribagh,Muzaffarpur,294.339
Hazaribagh,Mysuru,2099.617
Hazaribagh,Nagercoil,2428.352
Hazaribagh,Nagpur,924.234
Hazaribagh,Nanded,1300.609
Hazaribagh,Nashik,1544.149
Hazaribagh,Nellore,1550.908
Hazaribagh,Pathankot,1530.843
Hazaribagh,Patiala,1303.666
Hazaribagh,Patna,229.033
Hazaribagh,Prayagraj,440.200
Hazaribagh,Puducherry,1893.285
Hazaribagh,Pune,1598.249
Hazaribagh,Purnia,408.978
Hazaribagh,Raipur,644.726
Hazaribagh,Rajamahendravaram,1151.215
Hazaribagh,Rajapalayam,2295.443
Hazaribagh,Rajkot,1895.867
Hazaribagh,Ranchi,95.769
Hazaribagh,Ratlam,1388.030
Hazaribagh,Rewa,533.652
Hazaribagh,Rohtak,1172.136
Hazaribagh,Rourkela,328.239
Hazaribagh,Saharanpur,1190.616
Hazaribagh,Salem,1978.850
Hazaribagh,Sambalpur,433.332
Hazaribagh,Satna,592.162
Hazaribagh,Saugor,892.947
Hazaribagh,Shillong,996.227
Hazaribagh,Shimla,1418.869
Hazaribagh,Shivamogga,1976.815
Hazaribagh,Sholapur,1570.336
Hazaribagh,Silchar,974.205
Hazaribagh,Siliguri,584.500
Hazaribagh,Sitapur,703.241
Hazaribagh,Sonipat,1130.890
Hazaribagh,Srinagar,1838.258
Hazaribagh,Surat,1694.418
Hazaribagh,Thanjavur,2054.015
Hazaribagh,Thiruvananthapuram,2497.082
Hazaribagh,Thrissur,2254.429
Hazaribagh,Tiruchirappalli,2048.642
Hazaribagh,Tirunelveli,2346.989
Hazaribagh,Tirupati,1688.499
Hazaribagh,Tiruppur,2098.082
Hazaribagh,Tumkur,1899.195
Hazaribagh,Udaipur,1451.506
Hazaribagh,Udupi,2122.438
Hazaribagh,Ujjain,1303.415
Hazaribagh,Vadodara,1643.268
Hazaribagh,Varanasi,318.786
Hazaribagh,Vellore,1790.831
Hazaribagh,Vijayawada,1280.437
Hazaribagh,Visakhapatnam,973.458
Hazaribagh,Warangal,1228.400
Hisar,Hubballi,1805.881
Hisar,Hyderabad,1632.135
Hisar,Imphal,2413.235
Hisar,Indore,827.362
Hisar,Jabalpur,944.530
Hisar,Jaipur,318.133
Hisar,Jalandhar,301.048
Hisar,Jalgaon,1120.713
Hisar,Jammu,519.587
Hisar,Jamnagar,1100.057
Hisar,Jamshedpur,1492.901
Hisar,Jhansi,600.122
Hisar,Jodhpur,466.696
Hisar,Kakinada,1950.075
Hisar,Kalaburagi,1645.591
Hisar,Kanpur,636.114
Hisar,Karnal,154.880
Hisar,Karur,2413.704
Hisar,Kochi,2516.447
Hisar,Kolhapur,1636.493
Hisar,Kolkata,1629.291
Hisar,Kollam,2656.726
Hisar,Korba,1409.159
Hisar,Kota,562.417
Hisar,Kozhikode,2391.625
Hisar,Kurnool,1825.038
Hisar,Latur,1505.813
Hisar,Lucknow,661.758
Hisar,Ludhiana,241.924
Hisar,Madurai,2556.241
Hisar,Mangaluru,2150.343
Hisar,Mathura,310.345
Hisar,Meerut,227.892
Hisar,Moradabad,341.495
Hisar,Mumbai,1426.978
Hisar,Muzaffarnagar,271.389
Hisar,Muzaffarpur,1177.543
Hisar,Mysuru,2184.403
Hisar,Nagercoil,2772.111
Hisar,Nagpur,1220.770
Hisar,Nanded,1360.985
Hisar,Nashik,1241.652
Hisar,Nellore,2129.651
Hisar,Pathankot,411.941
Hisar,Patiala,173.276
Hisar,Patna,1169.812
Hisar,Prayagraj,846.890
Hisar,Puducherry,2418.293
Hisar,Pune,1428.002
Hisar,Purnia,1423.878
Hisar,Raipur,1301.124
Hisar,Rajamahendravaram,1924.990
Hisar,Rajapalayam,2639.202
Hisar,Rajkot,1082.213
Hisar,Ranchi,1372.116
Hisar,Ratlam,776.024
Hisar,Rewa,976.729
Hisar,Rohtak,99.627
Hisar,Rourkela,1540.677
Hisar,Saharanpur,238.281
Hisar,Salem,2321.108
Hisar,Sambalpur,1512.961
Hisar,Satna,899.382
Hisar,Saugor,802.083
Hisar,Shillong,2042.088
Hisar,Shimla,349.301
Hisar,Shivamogga,1998.572
Hisar,Sholapur,1541.262
Hisar,Silchar,2212.419
Hisar,Siliguri,1534.093
Hisar,Sitapur,595.235
Hisar,Sonipat,144.755
Hisar,Srinagar,719.356
Hisar,Surat,1167.184
Hisar,Thanjavur,2502.430
Hisar,Thiruvananthapuram,2728.082
Hisar,Thrissur,2447.005
Hisar,Tiruchirappalli,2455.417
Hisar,Tirunelveli,2690.748
Hisar,Tirupati,2162.448
Hisar,Tiruppur,2416.907
Hisar,Tumkur,2058.587
Hisar,Udaipur,663.959
Hisar,Udupi,2097.412
Hisar,Ujjain,771.241
Hisar,Vadodara,974.574
Hisar,Varanasi,962.429
Hisar,Vellore,2275.596
Hisar,Vijayawada,1910.299
Hisar,Visakhapatnam,1880.391
Hisar,Warangal,1663.481
Hubballi,Hyderabad,502.675
Hubballi,Imphal,2816.379
Hubballi,Indore,980.097
Hubballi,Jabalpur,1223.648
Hubballi,Jaipur,1517.301
Hubballi,Jalandhar,2057.932
Hubballi,Jalgaon,736.976
Hubballi,Jammu,2276.471
Hubballi,Jamnagar,1364.489
Hubballi,Jamshedpur,1841.205
Hubballi,Jhansi,1458.037
Hubballi,Jodhpur,1554.992
Hubballi,Kakinada,928.812
Hubballi,Kalaburagi,342.650
Hubballi,Kanpur,1639.445
Hubballi,Karnal,1849.429
Hubballi,Karur,693.885
Hubballi,Kochi,796.628
Hubballi,Kolhapur,202.798
Hubballi,Kolkata,1925.986
Hubballi,Kollam,936.907
Hubballi,Korba,1422.546
Hubballi,Kota,1277.653
Hubballi,Kozhikode,671.806
Hubballi,Kurnool,388.066
Hubballi,Latur,417.671
Hubballi,Lucknow,1721.432
Hubballi,Ludhiana,1998.808
Hubballi,Madurai,836.422
Hubballi,Mangaluru,353.613
Hubballi,Mathura,1634.585
Hubballi,Meerut,1769.311
Hubballi,Moradabad,1876.088
Hubballi,Mumbai,606.596
Hubballi,Muzaffarnagar,1826.089
Hubballi,Muzaffarpur,1967.532
Hubballi,Mysuru,464.584
Hubballi,Nagercoil,1052.292
Hubballi,Nagpur,944.317
Hubballi,Nanded,547.512
Hubballi,Nashik,647.609
Hubballi,Nellore,600.483
Hubballi,Pathankot,2168.825
Hubballi,Patiala,1941.997
Hubballi,Patna,1907.263
Hubballi,Prayagraj,1582.742
Hubballi,Puducherry,745.263
Hubballi,Pune,459.887
Hubballi,Purnia,2202.562
Hubballi,Raipur,1225.734
Hubballi,Rajamahendravaram,870.857
Hubballi,Rajapalayam,919.383
Hubballi,Rajkot,1275.455
Hubballi,Ranchi,1767.640
Hubballi,Ratlam,1055.851
Hubballi,Rewa,1447.530
Hubballi,Rohtak,1763.463
Hubballi,Rourkela,1661.247
Hubballi,Saharanpur,1866.219
Hubballi,Salem,601.290
Hubballi,Sambalpur,1496.702
Hubballi,Satna,1418.765
Hubballi,Saugor,1278.261
Hubballi,Shillong,2580.177
Hubballi,Shimla,2073.596
Hubballi,Shivamogga,195.519
Hubballi,Sholapur,294.617
Hubballi,Silchar,2558.155
Hubballi,Siliguri,2326.913
Hubballi,Sitapur,1815.580
Hubballi,Sonipat,1749.473
Hubballi,Srinagar,2476.240
Hubballi,Surat,877.186
Hubballi,Thanjavur,782.610
Hubballi,Thiruvananthapuram,1008.263
Hubballi,Thrissur,727.185
Hubballi,Tiruchirappalli,735.598
Hubballi,Tirunelveli,970.929
Hubballi,Tirupati,590.799
Hubballi,Tiruppur,697.087
Hubballi,Tumkur,338.768
Hubballi,Udaipur,1297.975
Hubballi,Udupi,300.683
Hubballi,Ujjain,1034.946
Hubballi,Vadodara,1000.668
Hubballi,Varanasi,1682.043
Hubballi,Vellore,603.252
Hubballi,Vijayawada,714.134
Hubballi,Visakhapatnam,1054.850
Hubballi,Warangal,662.934
Hyderabad,Imphal,2324.499
Hyderabad,Indore,805.187
Hyderabad,Jabalpur,774.250
Hyderabad,Jaipur,1337.354
Hyderabad,Jalandhar,1877.985
Hyderabad,Jalgaon,626.206
Hyderabad,Jammu,2096.524
Hyderabad,Jamnagar,1384.495
Hyderabad,Jamshedpur,1353.501
Hyderabad,Jhansi,1089.112
Hyderabad,Jodhpur,1478.729
Hyderabad,Kakinada,436.932
Hyderabad,Kalaburagi,224.779
Hyderabad,Kanpur,1215.648
Hyderabad,Karnal,1669.482
Hyderabad,Karur,838.748
Hyderabad,Kochi,1047.554
Hyderabad,Kolhapur,544.253
Hyderabad,Kolkata,1434.106
Hyderabad,Kollam,1187.833
Hyderabad,Korba,936.649
Hyderabad,Kota,1097.707
Hyderabad,Kozhikode,922.733
Hyderabad,Kurnool,209.631
Hyderabad,Latur,293.349
Hyderabad,Lucknow,1297.636
Hyderabad,Ludhiana,1818.861
Hyderabad,Madurai,981.285
Hyderabad,Mangaluru,788.883
Hyderabad,Mathura,1383.067
Hyderabad,Meerut,1670.967
Hyderabad,Moradabad,1579.316
Hyderabad,Mumbai,701.305
Hyderabad,Muzaffarnagar,1646.142
Hyderabad,Muzaffarpur,1539.955
Hyderabad,Mysuru,715.510
Hyderabad,Nagercoil,1197.155
Hyderabad,Nagpur,493.832
Hyderabad,Nanded,269.878
Hyderabad,Nashik,667.615
Hyderabad,Nellore,451.435
Hyderabad,Pathankot,1988.878
Hyderabad,Patiala,1762.050
Hyderabad,Patna,1469.237
Hyderabad,Prayagraj,1133.343
Hyderabad,Puducherry,758.601
Hyderabad,Pune,554.595
Hyderabad,Purnia,1752.459
Hyderabad,Raipur,739.837
Hyderabad,Rajamahendravaram,378.977
Hyderabad,Rajapalayam,1064.246
Hyderabad,Rajkot,1295.460
Hyderabad,Ranchi,1281.743
Hyderabad,Ratlam,942.072
Hyderabad,Rewa,998.132
Hyderabad,Rohtak,1583.516
Hyderabad,Rourkela,1185.608
Hyderabad,Saharanpur,1686.273
Hyderabad,Salem,746.153
Hyderabad,Sambalpur,976.685
Hyderabad,Satna,969.367
Hyderabad,Saugor,882.822
Hyderabad,Shillong,2088.297
Hyderabad,Shimla,1893.649
Hyderabad,Shivamogga,592.708
Hyderabad,Sholapur,304.397
Hyderabad,Silchar,2066.275
Hyderabad,Siliguri,1899.404
Hyderabad,Sitapur,1391.784
Hyderabad,Sonipat,1569.526
Hyderabad,Srinagar,2296.293
Hyderabad,Surat,897.192
Hyderabad,Thanjavur,876.345
Hyderabad,Thiruvananthapuram,1265.886
Hyderabad,Thrissur,978.112
Hyderabad,Tiruchirappalli,870.972
Hyderabad,Tirunelveli,1115.793
Hyderabad,Tirupati,547.042
Hyderabad,Tiruppur,841.951
Hyderabad,Tumkur,538.708
Hyderabad,Udaipur,1221.713
Hyderabad,Udupi,738.332
Hyderabad,Ujjain,854.999
Hyderabad,Vadodara,984.936
Hyderabad,Varanasi,1232.645
Hyderabad,Vellore,605.536
Hyderabad,Vijayawada,277.215
Hyderabad,Visakhapatnam,562.970
Hyderabad,Warangal,149.135
Imphal,Indore,2456.079
Imphal,Jabalpur,1997.425
Imphal,Jaipur,2317.881
Imphal,Jalandhar,2556.920
Imphal,Jalgaon,2454.412
Imphal,Jammu,2775.459
Imphal,Jamnagar,3144.920
Imphal,Jamshedpur,1172.391
Imphal,Jhansi,2068.544
Imphal,Jodhpur,2650.323
Imphal,Kakinada,1913.150
Imphal,Kalaburagi,2559.917
Imphal,Kanpur,1833.098
Imphal,Karnal,2308.014
Imphal,Karur,2910.334
Imphal,Kochi,3170.404
Imphal,Kolhapur,2853.363
Imphal,Kolkata,898.946
Imphal,Kollam,3296.282
Imphal,Korba,1653.264
Imphal,Kota,2389.639
Imphal,Kozhikode,3067.113
Imphal,Kurnool,2438.396
Imphal,Latur,2513.190
Imphal,Lucknow,1753.439
Imphal,Ludhiana,2497.012
Imphal,Madurai,3017.445
Imphal,Mangaluru,3036.727
Imphal,Mathura,2123.625
Imphal,Meerut,2197.052
Imphal,Moradabad,2096.843
Imphal,Mumbai,2777.806
Imphal,Muzaffarnagar,2253.795
Imphal,Muzaffarpur,1241.305
Imphal,Mysuru,2859.890
Imphal,Nagercoil,3268.742
Imphal,Nagpur,2005.714
Imphal,Nanded,2394.316
Imphal,Nashik,2625.630
Imphal,Nellore,2391.298
Imphal,Pathankot,2667.812
Imphal,Patiala,2440.635
Imphal,Patna,1311.464
Imphal,Prayagraj,1674.116
Imphal,Puducherry,2733.675
Imphal,Pune,2679.729
Imphal,Purnia,1041.955
Imphal,Raipur,1720.074
Imphal,Rajamahendravaram,1948.930
Imphal,Rajapalayam,3135.832
Imphal,Rajkot,3055.886
Imphal,Ranchi,1289.716
Imphal,Ratlam,2600.358
Imphal,Rewa,1756.716
Imphal,Rohtak,2309.105
Imphal,Rourkela,1347.169
Imphal,Saharanpur,2327.585
Imphal,Salem,2819.240
Imphal,Sambalpur,1447.095
Imphal,Satna,1815.225
Imphal,Saugor,2126.863
Imphal,Shillong,463.613
Imphal,Shimla,2555.838
Imphal,Shivamogga,2845.237
Imphal,Sholapur,2639.535
Imphal,Silchar,258.483
Imphal,Siliguri,882.404
Imphal,Sitapur,1830.869
Imphal,Sonipat,2267.859
Imphal,Srinagar,2975.227
Imphal,Surat,2775.898
Imphal,Thanjavur,2894.405
Imphal,Thiruvananthapuram,3337.472
Imphal,Thrissur,3094.818
Imphal,Tiruchirappalli,2889.032
Imphal,Tirunelveli,3187.379
Imphal,Tirupati,2528.889
Imphal,Tiruppur,2938.472
Imphal,Tumkur,2726.737
Imphal,Udaipur,2663.835
Imphal,Udupi,2990.860
Imphal,Ujjain,2491.738
Imphal,Vadodara,2758.358
Imphal,Varanasi,1548.602
Imphal,Vellore,2631.220
Imphal,Vijayawada,2101.577
Imphal,Visakhapatnam,1771.173
Imphal,Warangal,2253.146
Indore,Jabalpur,494.201
Indore,Jaipur,539.063
Indore,Jalandhar,1079.693
Indore,Jalgaon,295.727
Indore,Jammu,1298.232
Indore,Jamnagar,690.846
Indore,Jamshedpur,1365.384
Indore,Jhansi,553.873
Indore,Jodhpur,677.936
Indore,Kakinada,1214.355
Indore,Kalaburagi,820.605
Indore,Kanpur,782.738
Indore,Karnal,871.191
Indore,Karur,1588.717
Indore,Kochi,1691.460
Indore,Kolhapur,811.507
Indore,Kolkata,1565.473
Indore,Kollam,1831.739
Indore,Korba,890.883
Indore,Kota,299.415
Indore,Kozhikode,1566.638
Indore,Kurnool,1000.871
Indore,Latur,680.826
Indore,Lucknow,864.726
Indore,Ludhiana,1020.569
Indore,Madurai,1731.255
Indore,Mangaluru,1325.356
Indore,Mathura,656.347
Indore,Meerut,791.072
Indore,Moradabad,897.849
Indore,Mumbai,583.492
Indore,Muzaffarnagar,847.850
Indore,Muzaffarpur,1238.087
Indore,Mysuru,1359.416
Indore,Nagercoil,1947.124
Indore,Nagpur,448.268
Indore,Nanded,536.818
Indore,Nashik,416.666
Indore,Nellore,1270.915
Indore,Pathankot,1190.586
Indore,Patiala,963.758
Indore,Patna,1177.818
Indore,Prayagraj,853.296
Indore,Puducherry,1593.306
Indore,Pune,603.015
Indore,Purnia,1473.117
Indore,Raipur,733.712
Indore,Rajamahendravaram,1156.399
Indore,Rajapalayam,1814.215
Indore,Rajkot,601.812
Indore,Ranchi,1235.977
Indore,Ratlam,155.415
Indore,Rewa,718.085
Indore,Rohtak,785.225
Indore,Rourkela,1168.061
Indore,Saharanpur,887.981
Indore,Salem,1496.122
Indore,Sambalpur,1004.680
Indore,Satna,689.320
Indore,Saugor,421.555
Indore,Shillong,2105.463
Indore,Shimla,1095.358
Indore,Shivamogga,1173.586
Indore,Sholapur,716.275
Indore,Silchar,2197.642
Indore,Siliguri,1597.468
Indore,Sitapur,958.874
Indore,Sonipat,771.235
Indore,Srinagar,1498.001
Indore,Surat,439.320
Indore,Thanjavur,1677.443
Indore,Thiruvananthapuram,1903.095
Indore,Thrissur,1622.018
Indore,Tiruchirappalli,1630.430
Indore,Tirunelveli,1865.762
Indore,Tirupati,1338.282
Indore,Tiruppur,1591.920
Indore,Tumkur,1233.601
Indore,Udaipur,437.192
Indore,Udupi,1272.425
Indore,Ujjain,56.708
Indore,Vadodara,349.212
Indore,Varanasi,952.597
Indore,Vellore,1450.610
Indore,Vijayawada,1072.873
Indore,Visakhapatnam,1269.141
Indore,Warangal,848.197
Jabalpur,Jaipur,790.928
Jabalpur,Jalandhar,1146.578
Jabalpur,Jalgaon,670.769
Jabalpur,Jammu,1365.117
Jabalpur,Jamnagar,1185.234
Jabalpur,Jamshedpur,872.620
Jabalpur,Jhansi,341.837
Jabalpur,Jodhpur,985.683
Jabalpur,Kakinada,999.752
